Date,Comments
"February 9, 2025","I got my self sucked in on buying a tumbler, even though I have other brands. No regret It’s cute and steady. I will be using it on my trips to Pilates class."
"February 8, 2025","I have a question. Was there to be some kind of a cap on the straw part? Everyone seems to think so, yet there was no cap for the straw on the Stanley that I received."
"February 2, 2025",I love this cup.The Rose Quartz color is very pretty. It isn’t spill proof so I bought the accessories to add to it. I use the big ice molds & 3 of the last til the next day in this cup.
"January 30, 2025","What can I say, these Stanley 40oz numbers are the best. Keep everything cold, easy to use, keeps coffee hot, doesn't leak and great quality."
"January 26, 2025","Was debating on this purchase as well as the color, and I must say that I am thrilled that I finally purchased this Stanley. Pairs with every bag and outfit that I have, which is a nice plus. Not too heavy yet it feels well made and durable. Love the size and the fact that the tumbler itself isn’t too bulky. Definitely recommend purchasing in some of the darker colors and the Stanley products as well, they are worth the hype and popular for a reason! Love the fact that the lid is so easy to open versus the Yeti where you have to pull the lid out to refill. Stays cold even with little ice and the design again fits easily into my tote bag and my center console. I would only drink water or something similar versus a thicker beverage or a hot coffee, doubtful it would be a problem just a thought! Love love this tumbler!"
"January 25, 2025",My 7 yr old granddaughter had to have a Stanley like grandmas. Said she wanted the same one but in blue. She was so excited & happy when she opened that present. Keeps drink cold forever.
"January 25, 2025",My daughter loved it. I got the used like new and there was a small black scuff or two that came off with magic eraser!
"January 16, 2025",This attractive cup keeps its contents at the desired temperature and does not leak. It is well made and easy to use and wash. I recommend this cup.
"January 10, 2025",I love the color it so pretty . And the ice temperature I woke up and my ice is still cold I love it . Thank you so much Stanley and I don’t drink enough water so this definitely will motivate me to do so 🥰🥰
"January 6, 2025","I love Stanley’s they are easy to use and don’t break easily. I love how they how a handle, it makes it easier to use. It will hold ice all day before melting. The design is very cute, and I love the color. It’s very easy to drink and is easy to clean. Definitely Recommend!"
"January 5, 2025","Bought this for my friend birthday gift. She loves it! It has a little bit weight, but with good quality and easy to clean."
"June 29, 2024","I purchased it as a gift for a White Elephant party at work, and everyone was fighting for it! The color is very nice."
