Date,Url,Content
2024-11-01,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=3a5a5288-d1eb-4c6d-b934-045bbcaf0bf8,"Could definitely be better on slow networks. Sometimes it takes too long to load. With same internet, the web version loads quicker"
2024-11-01,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=c2542728-21bb-435f-a1ca-f687e54b4017,its alright
2024-10-30,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=d59fd7f2-0e86-49c5-8cb2-c418172e799d,Good
2024-10-29,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=e04df8c0-66bf-49d8-8774-7e29bcb5eccc,Affordable and easy to use.
2024-10-28,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=61db3fa5-9c7a-4814-9df6-7a6d2062c2bf,Keeps me on track!
2024-10-28,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=890df513-a372-4a6d-b396-5569d61f35b8,Good app but it should focus on CRM part.
2024-10-28,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=5a3d519c-d93f-4bbb-ac69-f340834adadd,We feel fine
2024-10-28,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=cadbeb8f-3ddc-4a70-957d-265ff684edf2,"Excellent project management app, the free account offers more than enough options for personal use."
2024-10-25,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=1e4c0f82-a557-4dd0-b531-765ddde83a2c,Dowsnt work correctly and not syncing
2024-10-25,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=05ece3bb-1783-48f3-b020-9f4b9681dd80,Good one
2024-10-23,-,Make a web app. I don’t need this on my phone.
2024-10-21,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=6f3807c1-b709-474e-8759-64962f5d3a94,Read media is allowed but it keeps saying that it's not so it refuses to let me upload images all of a sudden
2024-10-20,-,Can’t switch users on ipad version
2024-10-19,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=98126013-a360-4fb7-80cf-44fee6b6e634,Every now and then the app stops syncing with my desktop version. I'll add comments or photos from my phone that don't upload. The only fix I've found is reinstalling app.
2024-10-18,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=8b641219-7790-45dd-a9ab-7be7c890f7f0,Well done! Every pointless update just makes the android version of asana just the little bit more rubbish than the version before it. Shame it doesn't run as well as the iPhone version
2024-10-17,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=70a9c128-a452-4631-b5bb-63d31fef3b2f,Been using asana for years. Awesome project management app
2024-10-16,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=ffc77e38-8fcc-4777-9a83-aff4b06eb06e,"I use this for work and I have had to Uninstaller and reinstall this half a dozen times because it fails to correctly sync to new tickets when I'm out in the field working to fix issues, it's not even a signal issue I'm 4/5 bars on 5g network and I just had to do it again so Here is my review"
2024-10-16,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=1637d015-52e3-4f84-8b8b-6d45b0c013f2,"Very good for work projects. Helped the GP practice coordinate workflow, projects, and personal tasks between the mental different team members (GP, nurses, admin, management etc)."
2024-10-15,-,"Asana is awful. The idea may be good in theory but the execution is terrible. The main problem is how awful the connectivity is. Asana is slow, very very slow. I oftentimes have connectivity issues with asana while everything else is working fine. If the connectivity lapses, then everything you did in the meantime wont stick. 

Asana: pay for better servers you cheapskate goons"
2024-10-15,https://play.google.com/store/apps/details?id=com.asana.app&reviewId=0a194fc9-b306-4969-9a22-72783ce48d53,Bahut bhangarrr
2024-10-07,-,"I love how much this app does on the free version! I use several productivity tools and this is the best value out there, hands down!"
2024-10-02,-,Why do you force people to ugrade to iOS 16? you know there is an option to allow users to use the latest compatible version? poor decision.
2024-09-29,-,"Asana’s functionality itself is great, but just heavily suffers from really clunky and unintuitive UI and desperately needs an overhaul. Does what it’s supposed to great once you figure things out though."
2024-09-28,-,Developers are making this worse and worse. Just getting to a project takes more and more clicks. I was offline camping and none of my cards showed up anymore - so offline usage is broken now.
2024-09-24,-,"After a 2FA set up glitch, I have been effectively locked out my account for over two weeks and missed major work deadlines. This is completely unacceptable. Asana has no support team for whatever reason, and this has been a complete nightmare. I have contacted the support email with no response, left comments on the instagram, DM'd to no avail. Maybe try Monday or a different service that actually cares about its customers."
2024-09-23,-,Asana removed all search filters from the app except searching by text string.
2024-09-20,-,Asana was once an incredibly simple and intuitive app that did everything you could ask for. Now it does a million things you never wanted and can’t accomplish the simplest requests.
2024-09-16,-,"Quite honestly we are about to ditch this app after years of use and go back to Trello.

It’s unreliable.  Glitches constantly.  Randomly fails to update from changes made on mobile devices.  Now all my thumbnails just randomly stopped showing.  Definitely not worth the price and costs us thousands in lost time, lost info, confusion, etc.  

Truly great concept but the app is just not reliable."
2024-09-16,-,"The issue with Asana is that while it allows task creation, it doesn't provide a time-based view for tasks within a day. For example, you can't schedule a task to be completed from 9 to 10 AM, as Asana's calendar view doesn't show hourly breakdowns. This makes time blocking difficult. Additionally, when you import Asana tasks into Outlook or Google Calendar, it blocks the entire day, even if it’s one task, because Asana doesn't support time-specific task scheduling."
2024-09-14,-,App crashes every time I go to fill out a field in a task 🤯
2024-09-11,-,"Mobile app frequently displays “Offline, reconnect” so that you can’t find the tasks you need to find, and you can’t build a new filter using custom fields on the mobile app."
2024-09-10,-,Cant login on ios. I cant click continue to enter my email. 👎🏽👎🏽👎🏽 did all suggestions
2024-09-08,-,"Although Asana is solves the needs of our company’s president in allowing him to keep tabs on our various departments it can be very frustrating for me in the way it works best in my department because it will not allow me to somewhat customize the features for my particular needs.    For example , I do not want constant emails for everything that happens but cannot turn off emails.     Also I need to constantly rearrange the tasks as my priorities are very dynamic and that necessitates more time to change due dates and/assignee, hence I’d like to disable the due date or assignee but cannot.    Also, after wasting a lot of time trying to solve certain things I FINALLY got to a real person but he offered me no solution."
2024-08-28,-,"First, they force you to download their app if you try to login through your phone (I’m against downloading apps unless it’s needed/helpful to me).  Then, they don’t give you an option to turn off email notifications from within the app so you have to find a computer to login and do so.  In the end, I have to go through a computer to have all features accessible so it was pointless to download the app at all."
2024-08-19,-,"I wish the app had more functionality. I can’t modify goals on the app, which is frustrating. Many other things that the app doesn’t have functionality for, unfortunately. 
Pretty expensive all things considering.

Planning to create a workflow using Asana and then migrate to a different project management platform if the iOS app doesn’t improve by then."
2024-08-17,-,No  se como decirlo uso asana en mi computadora pero también la tengo en mi celular para la administración de mis tareas y proyectos me ha sido muy útil en mi computadora pero por alguna razón siento que la versión de celular es muy poco atractiva de usar y siendo sincera cuando busqué de una versión de celular para organizar tus trabajos encontré otra muy buena opción pero no tan buena en computadora lo que me deja con la duda de cuál usar ya que a pesar de que uso más la computadora también uso mucho mi celular para administrar más rápidamente mis trabajos.
2024-08-10,-,Been using Asana for a few years. Suddenly I tried to open it on my iPhone today and they told me I had to update the app. The update it said it wouldn't install unless I upgraded my operating system. I'm on the highest version of the  operating system that my phone allows. So it's buy a new phone or stop using Asana. asana will force you into a phone upgrade treadmill.
2024-08-06,-,"We purchased Asana on a per license basis for our small business. We put in considerable effort to design our processes around Asana. Overnight the licensing structure had changed so instead of per user, it’s now 1-5, and 6-10. Meaning for our sixth employee, we now need to pay double what we were paying for Asana. This kind of thing makes planning software costs for small businesses impossible. I suggest avoiding asana because they do not honor the licensing structure that you signed up with."
2024-08-04,-,"I have a login prompt from opening up the app and then when I put in my credentials, it says error: I’m already logged in. So basically I’m not able to login."
2024-07-30,-,The advanced search features on the iPhone app don’t mirror the in browser search features. I want to use the browser version on my phone but keep being redirected to the app.
2024-07-28,-,"Downloaded this app yesterday and I’m obsessed! Absolutely the most well-laid out project app for me that I’ve seen or used so far, and I’ve tried out a good bit of project apps. If anything changes or if there are any updates (good or not) that arise, I will update this review accordingly. However, I’ve taken the time to explore this app well and so far I believe it’s beyond amazing!"
2024-07-20,-,Asana is awesome
2024-07-17,-,Feedback tool on pdfs is broken.  Can’t click and create subtasks from iOS app on the pdf
2024-07-15,-,"How is it possible that the desktop app is so well considered but the iOS iPadOS versions are best avoided?

Calendar view is not helpful at all. I don’t understand why it doesn’t display more like the desktop and show, I dunno, what your upcoming week will looks like. That’s just am example.

Why I say why does the app insist on showing you completed tasks always all the time. Can you disable that? I haven’t found out how.

Every time I open the iOS or iPadOS app I regret it, and yet the desktop app is constantly open and used when I work. It’s an essential part of my workflow."
2024-07-12,-,"Please, please, add the availability to create a “new section” within a task or subtask in the mobile app. It would also be appreciated if more colors were added to differentiate tags and projects. ✨"
2024-07-09,-,"I’ve relied on Asana for years to manage my personal and business tasks. After trying a lot of different project management and task apps, it offered the best capabilities and the amount of features available with the free version is impressive. I regularly use Asana in browser and the mobile app, and it’s always great with syncing changes between the two.

Two things that have always irritated me:
1. On the mobile app there’s no auto-save, so if you get distracted and forget to click save you can lose any updates you made to the task description.
2. They’ve never offered a paid plan for just one seat. You have to purchase a minimum of 2 users. I would gladly pay to upgrade if they ever decide to offer it for a single user.

Those are relatively minor annoyances considering how useful Asana is. However, over the past six months or so there have been a series of updates that don’t seem to add much useful functionality, and the app has been noticeably less stable. At times, it crashes almost every time I open it. It also has other bugs, like I can’t see the description of a task when I view it from search. I have to navigate to the project and then to the task in order to see the details. 

The recent updates have added a lot more white space to every aspect of the board view. Normally I like a clean, modern look but these updates make the app feel more clunky and disjointed. Asana, why are you ruining a good thing while feature requests that have been waiting for years continue to be ignored? If this continues, I will be looking into other solutions. But I’m hopeful this app can go back to being the streamlined and indispensable tool it once was!"
2024-07-04,-,My tasks keep disappearing immediately after I create them in My Tasks. There are no dependencies or rules set up. There’s no reason why this should be happening. So confusing.
2024-06-28,-,I use Asana as an accounting consultant. It’s amazing for keeping track of each client and the monthly tasks. And the My Tasks collates it all together making it easy to plan your day. I feel more organized and confident in knowing what tasks need to be completed and when. I also use it to track personal projects/chores as well.
2024-06-22,-,"Task page interface is cluttered with too many visible-by-default fields, e.g. the Attachments box, Subtasks section, etc. Keep these items closed/collapsed/hidden until user wants to input something."
2024-06-12,-,Can't rotate the device to view an image attachment in landscape
2024-06-10,-,"Flexible Widget
The widgets are pretty much useless. It ALWAYS displays 0 Tasks unless the tasks are actually due TODAY. I'd like to see users have the flexibility to choose what they want displayed in the widget. All Tasks, My Tasks, Overdue Tasks, etc. Showing me 0 Tasks even though I have 50 overdue tasks is not helpful. 

Persistent Views 
Every time I go to My Tasks in the iOS app, my view settings have reset. It would be better if my view settings would persist, so that each time I return to My Tasks, it is configured just the way I like, with the filters I like, sort of the way I like, and only showing in complete tasks instead of all tasks. This makes for a more consistent and better user experience."
2024-06-05,-,"I use google for logging in and the login window tells me that I have legged in successfully and lets me press a button for get back to the app, when in the app it tries to start but then gives me the error “You are already logged in” and doesn’t let me in, I’m stuck at the sign up/log in screen

How can be logged in be considered an error?"
2024-05-17,-,"Asana itself is great but this app is terrible. First, there are too many steps in order to get to your projects at the start, with useless cards to scroll though. But, the the infuriating is that the field names are cut off in the vertical view without being able to read it all. So bad!!!"
2024-05-17,-,"Great product but I need two things:
- save my sort and filter preferences for tasks. why does the app always pull up a random mix of tasks where I always have to resort them to find my most relevant tasks (by date and incomplete)

- let me view comment history. if i lose a comment ping in updates, there’s no way for me to find the comment again unless I remember what task it’s under."
2024-05-14,-,"First, Asana is great and helps me organize my team. But why did I take my time and write a review? Because the devs were both clever and cool enough to take time to write up release notes that are both entertaining and informative. Nice
Job."
2024-05-11,-,"The inability to only see the kinds of widgets I want to see on the Home Screen is frustrating and makes other views more useful. There is also a lack of customization for the kinds of notifications you receive as well.

Inability to set a start date, start time and end time is also problematic. This makes it more difficult to accurately plan out days and schedule when work should start on specific projects."
2024-05-10,-,This app would be great if we had the full time management features. It’s the main reason I use Asana so to not have access to it makes it impossible to use. I have to use it through the website so the app feels useless to me.
2024-05-05,-,The desktop version is great with some slight fixes still needed. But the app version is AWFUL. It’s so clunky and unintuitive. It’s unfortunate since it seems that using Asana on the go is valuable to project management.
2024-04-19,-,"Love the app! I’m actually able to see every project in one place. Very user friendly - I’m accustomed to PCs and this is my new favorite app.

To the developer; is there a way to add a column in the “List” view?

To Apple; Is there a place to for the Apple community to chat about apps within the App Store?"
2024-04-19,-,"Generally asana is ok. But their features are broken and often unintuitive, unlike how they started more than a decade ago. 

1. The mobile app is just constantly broken. Right now, you can’t move tasks up or down anymore. 
2. Switching “organisations”, ie from private to work, is much more complicated than it should be (it used to be 2 quick clicks, now it’s 4-5 that one can’t find). 
3. They never released a watch app, which is dumb for a todo app, that should be available everywhere. 

They’ve clearly lost their way. It’s feature overload these days. Trying usemotion instead now…"
2024-04-14,-,Every paste now inserts raw html making the feature useless. Please fix asap!!!
2024-04-03,-,"The web version of Asana is amazing and handles my multitude of tasks. The app (hence the rating) is clumsily laid out with odd and terrible choices —

My Tasks has a compact mode, other boards do not?

Filters I set on the website do not automatically carry over? (The structures do — I can set them here — but it would be lovely if they auto-synced for a uniform experience)

In many ways the app and site experience feel completely divorced from each other.

99% of my work is via the site — I highly recommend Asana as a product — but the mobile app needs a careful restructure and redesign that is built in the mode of “hm I am using my phone, I need to scroll down the vast majority of time as that’s how phone apps work given the physical size.”

And/or — swipe left and right to open new modes on a task (complete, or the various stats, etc)

On a phone I am far, far more focused on a task than organizing mg workflow. On the site, the opposite!

IN SHORT: site great, product great, mobile feels needs significant design work.

2 stars because it does work albeit is mostly useless to my specific workflow."
2024-03-26,-,It’s an endless loop… worthless
2024-03-23,-,"I’m giving Asana 5 stars first and foremost because it’s so user friendly. It’s helped us to stay on the same page, while being on different parts of the globe. It’s as systematic and detailed, as those of us working on the same project, yet allows us to maintain privacy, when needed. It really helps us to maintain our reversebus vision and mission, and I’m just so pleased, and absolutely love this software."
2024-03-20,-,"I am shocked that this app has a 4.7 average rating. 
My entire days are structured around asana tasks, and I have the app open on my computer and phone for most of the day. The desktop version is amazing — no other task management software has the same capabilities or UX. However, the iOS app is seriously lacking:
1. “My tasks” view will not update task due dates or names unless you force quit the app. This means I have to force quit and reopen the app every time I check my tasks, in case due dates have changed
2. No offline mode
3. No weekly calendar view for tasks — only daily or monthly

I would give one star due to the first item listed above, but rated two stars because the app has a widget which is actually fantastic for the Home Screen."
2024-03-08,-,Asana wastes most of the screen. One is constantly working in the far lower right corner of the app. Lists of tasks are displayed with giant useless icons. Tree views are not available. If you use long task or project names they will be difficult to work with — usually displayed with truncation. It seems like many of their design choices were made with sales demos in mind; when you have to really work with the software the design that looked cool (seeing little face icons for everyone you know well) becomes tedious and time wasting.
2024-03-07,-,The problem is you can't turn off email notifications.
2024-03-06,-,Absolutely fantastic app. I wish the private notepad feature was on iOS instead of only desktop.
2024-02-28,-,"The concept might be nice and cool when you think as ( electronic post-it) but in reality it’s horrible app , don’t accept to download this app if employers send you the link to download it. 
Technically there is a bunch of glitches and miss ( to do ) messages which caused many problem to me"
2024-02-23,-,I tried to change it in setting. But all tasks are still in Tranditional Chinese which I do not use
2024-02-23,-,I love the app but the new version of how it lists my tasks is annoying.
2024-02-19,-,"This has changed the way we communicate in our clinics, thanks! Try it out you want be disappointed!"
2024-02-17,-,"Asana as a tool is fantastic! 
App needs some work- sync almost always fails so changes on the app don’t transfer to the online and desktop platforms especially those to profiles or images."
2024-02-15,-,"Asana is a great application for working as a team or solo. Only two shortcomings, 1) some features that should be available to all users are only available to enterprise license which restricts adoption by smaller organizations, and 2) price point is a bit higher than more full featured competitors."
2024-02-12,-,I have tried to cancel/delete my account.  I keep getting a message that says an error occurred and try again later!  How do I get rid of this account?
2024-02-12,-,Month wasted with the technical support sending me down different paths to fix what should have been a fairly simple issue. After different technical support employees giving me solutions that did not work they finally tell me that I am out of luck and I have lost my subscription. They cannot refund it or transfer it to another account that they can get to work. They then kindly told me to make sure you read the subscriber agreement. I would warn everyone to make sure to read the fine print or better yet find another solution. I have been a user for years but they have lost me for life over the treatment I have received. I may post the full transcript so you can see the treatment on another post.
2024-02-10,-,"On the ipad you are unable to view calendar for all teams / all projects.  You can only see your own tasks on a weekly calendar view = without the review becoming wordy i dislike how the app doesn’t have the same calendar view as the desktop and as a leader of our organization that feature is MOST important to me.  I travel with my ipad and it’s important to have quick visibility to what’s going on and be able to move things around if i see someone is over worked or has capacity to take on more.

I’ll revise my review to a 5 star if this issue is fixed.  Please."
2024-02-07,-,We love this app but would love to be able to change column order and have that change “save” … is this possible?
2024-02-01,-,"I love the multitasking skillset it LETS you have. If your people doesn’t naturally have it. You can give it to them!  I love it!!

I’ve been with asana for about 7 years and our team loves it!! It’s truly a life saver on property management work!"
2024-01-25,-,"I used Asana for 4 years, after trying to add a new user to a project I ran into trouble. This should be very straightforward, as Asana is, but it’s clear if you run into an issue you will not get the support you need. There is no 24/7 support, I’d get one question troubleshooting emails in the middle of the night and have to await the next day to get basically nowhere. After almost a week of no suggestions of how to fix this on my end, and also lack of clarity from support who spoke about the domains I have and how I should read the support articles on the website already yet there is nothing that comes up when you put in ‘domain’ on the support search (wtaf.)
I took the problem into my own hands and saw I had duplicate accounts for my personal email and one from my business email. So I deactivated one from my two personal, but guess what that did, it deactivated and deleted ALL of my accounts. This is irreversible, and completely unclear that this would be the case. 
Asana doesn’t realize this isn’t for fun, their services are used by lots of small businesses. Years of work and partnerships were deleted instantly. This was user error that made so through bad user experience, avoid this company, there’s so many others to choose from."
2024-01-20,-,"I use the mobile app primarily to search for tasks and other asana material on the go and the lack of mobile universal search is unforgivable!

On the desktop and web apps the searches the entirety of comments for any keyword that’s essential because not everything is in a task’s name. This should be table stakes!"
2024-01-10,-,"The app is not user friendly , has terrible sorting ability.   Tasks need reset or are missing constantly.    Honestly a paper checklist that you take a photo of and send to you boss would be more useful.    Takeing photos of stock just adds to an endless pile of photos to sort through leading to HUGE delays when trying to upload new ones as thinna load.  Tasks I am to do everyday just disappear from the task list and even sending simple messages lacks an intuitive nature.      I thank god that ai is going to replace apps like this.          This isn’t special, there are a million task sorting apps out there… try those"
2024-01-09,-,"Unfortunately the free version just took away the option to move a batch of tasks to a particular date. One has to move them one by one.  Not sure why they would reduce functionality like this. Unfortunate and looking for a new task manager after using asana for years. I almost bought the paid version for my team to use, but no longer going to do this."
2024-01-06,-,I was forced by a company who had a product I wanted to use your app to confirm my mailing address. I don’t want your app. I don’t need your app. I deleted your app. There’s no unsubscribe button on all the emails you keep sending!
2024-01-05,-,"The iPad app is awful, and it automatically opens from safari if you have it installed. The main page usually shows me no information, and it doesn’t keep my sorting from the online version. The windows are poorly sized and hard to read. Just terrible."
2023-12-26,-,"I have used this app for a couple of years now, and absolutely loved it until this last update. The update completely ruined the app for me. Desktop version is fine, but the iOS app is awful now. Each task takes up so much space now, it is harder to move tasks around and impossible to rearrange task folders. On top of that, you cannot select and delete multiple tasks anymore. I’m looking for a new app because using the desktop version any time I need to delete tasks is not feasible. Please change it back!!!!"
2023-12-20,-,"I use this to manage my business and my team, and I need an on the go option through the app. The desktop version is great. However, this app is impossible. I get issues signing in and then when I’m in, nothing will load. It’s just a blank page. Essentially the app is useless for me, even after updating it, deleting it and re-downloading it. So unfortunate."
2023-12-11,-,"3 lines per task. 

End of Asana use for me."
2023-12-08,-,The last update for this app was terrible. It looks and acts so clunky. Task lines are twice as tall as before which greatly reduced visibility of task lists. Reordering tasks has become very difficult as the app is not very responsive and it seems sections now cannot be reordered at all. This app seems to get less functional with every update. I can hardly use it now and may need to rethink how I use or or start using a new app all together. Bummer because the desktop version is pretty great. They just can’t figure out mobile.
2023-12-07,-,"Asana on desktop is a 10/10. If you could get the same overview of all the calendars on iPad, that would be 11/10! Right now, more of a 7/10 for helpfulness. Still cool though."
2023-12-07,-,"I don’t know why they decided to reduce functionality, I can’t multi-select subtasks and it takes me forever to scroll through now. I think I’ll actually have to switch apps if this functionality doesn’t return. It’s basically unusable for me on mobile now. 

Did literally anyone test this to make sure users don’t hate it?"
2023-12-06,-,New update removed ability to select and delete multiple tasks at a time
2023-11-22,-,It’s really bad this app is not easy to use than before . I can not find my main task in home page .the board list is very hard to control and UI is very urgely。deleted and find a new app .
2023-11-20,-,"I updated the app and now I can’t sign in, it says I am Alfred signed in even though I am not"
2023-11-15,-,"I really like Asana’s approach and concept—however I find this unusable on an iPhone due to the tiny font size and inability to use it in Landscape mode so you can actually read the full task name. If they fix that, it would be amazing!"
2023-11-11,-,Why do tasks list default to sorting by “none”?
2023-10-30,-,Other apps like Jira have recently overhauled their user interface to make it better able to convey the most important information first and filter everything else with tons of space in between so that the amount of information is less overwhelming. I think Asana could do a lot to improve their notifications both in filtering and selecting when they want to be notified. I also think that Asana is somewhat confusing and in someways is almost too flexiblewhen setting up projects and working cross functionally because it requires almost what seems to be a collegiate degree to understand how the pieces fit together
2023-10-14,-,The app widgets are not supported in MacOS Sonoma. Interacting with the widget says to open on iPhone to continue—which sort of defeats the purpose.
2023-10-05,-,Everything is just perfect thank you 🙏🏻
2023-09-30,-,Really need time tracking in mobile app
2023-09-28,-,"SSO sign in regularly lands you in already signed in error loop, delete the app and reinstall; in completely broken state where I am logged in and not logged in, email unknown, half the buttons not working…finally log out of broken state and log back in and back to normal…til my next forced sign out where I get to repeat."
2023-09-26,-,"Asana is amazing, there are many features to utilize with assigning tasks for ur teams, subtasks, due dates, tasks status etc. I love the my tasks calendar view so I can see  todays tasks or this weeks tasks. I can easily move tasks to different days. 

My only request is that when tasks are marked as done, they go to the bottom of the list so I can see what still needs to be done right at the top of my daily tasks in the week/calendar view."
2023-09-19,-,"Where are the favorites after the latest update?? 
I use that multiple times a day for work on my phone and now I can’t access it. I have to type in and find each person separately. Please FIX IT!!!"
2023-09-15,-,Asana needs to get its act together and offer the same features that are available in the desktop version in the app!
2023-09-11,-,"The asana app works ok in a pinch, but, especially in board view is not as useful in the mobile app. It’s basically the web version not optimized for a small screen."
2023-09-10,-,"Can we please have the ability to apply relative dates to tasks, projects, rules, and workflows? I need something that will allow me to set dates many days from now. I do understand that you have added something like this in the customer option but that is still not what I need. It would be great if you could toggle the option to use relative anywhere in the app."
2023-09-06,-,"In case you don’t know, not everyone reads German! Please make sure people that speak other languages can read the release notes!"
2023-08-28,-,"I installed this app, had to create an  account, played with it briefly and decided it’s not what I’m looking for.  Tried to delete my account just minutes old and it said since I was on a paid account I’d have to contact the person who created the account, which is me.  Makes no sense.  I never agreed to a paid account.  What kind of scam is this?    I feel like I’m going to regret ever installing this stupid app."
2023-08-25,-,"The idea is great, but it's unfortunate that this app does not work on the iPad. I think it's ridiculous that you're expected to only use this on an iPhone and not an iPad. The idea seems great but it's not. The website automatically sends you to the app and the app doesn't work. So as long as you're on the iPad, you can't use a sauna at all, which is absolutely crazy."
2023-08-24,-,I work in a fast pace environment with 30-40 projects in any given month.  I've been using asana for 1 month and I've noticed a significant improvement in my productivity and team productivity.  We work more effectively than ever before and our customers have never been happier. I've been able to increase my work load and time management since adopting asana into my work.
2023-08-22,-,Why can’t you access forms on the app?! Just to even grab the link to the form.
2023-08-22,-,I downloaded this app per a recommendation and it hasn’t allowed me to view anything since I signed up. Complete waste of my team and I’s time
2023-08-21,-,In general it works okay. My issue is that I work in broadcast and our shooting calendar is a saved search. On the app it sorts by completed tasks starting in 2020. So in order to see anything I’d have to scroll through literal years of completed tasks and I have no earthly idea why I would want that.
2023-08-19,-,"Trying to do some basic things like look up all tasks assigned to a worker and it’s impossible to find.  Not intuitive for sure.

When viewing a task and clicking the worker it takes you to a task assigned to someone else.  

One touch later you’re accidentally un assigning the worker without any warning or confirmation.  

Accidentally touch another spot and with ZERO WARNING you just completed someone elses task and didn’t even know it. 

It’s delayed when you click something so you’re don’t know the effect of your click until seconds later and you already clicking something else.

The search leaves little to be desired.

Its so frustrating, and to make it worse, Asana disabled the web version 100% so there is not even a backup method.  They’re forcing this crappy, horribly designed iOS version on all. 

In summary, I think this was designed for the unicorn user. I mean for the person who actually designed it.  I expect that persona to have small fingers, and know exactly where the mystery hotspots are.   

For me, I’m uninstalling this iOS version and looking for a better option.  

Our company has been using Asana since 2014.   Use the app and you get that nostalgic feeling of going back to that time."
2023-08-18,-,Great app but they make it difficult to figure out how to cancel the trial. I couldn’t from my phone so I emailed them and didn’t hear back after a few days. Then I had to use my laptop and still couldn’t find it. Went through their chat to get it cancelled (agent was nice). Even if I needed this app I wouldn’t support it. Cancelling a trial should be straight forward like other apps. It should be quick and easy and not take over 30 minutes to figure out. Could easily be interpreted as deceptive.
2023-08-15,-,"Super easy to work with, I cannot begin to explain how much easier this app has made my day to day"
2023-08-15,-,"I have been using Asana for a few years and generally love it.  But on ipad the MyTasks view fills the whole screen with microscopic text.  You can zoom in, but as soon as you update a task, it goes back to the small size.  No matter how well designed everything else might be, this is the main way I manage my tasks, so not being able to use the view renders the app essentially useless to me.  Customization of the display seems to be nonexistent so I can’t even get rid of an empty column that is taking up real estate in hopes of the text getting bigger.  I’d love to see the iPad app actually optimized to take advantage of the extra space.  And it’s possible there’s info about this in a forum somewhere but they seem to make you create an account to access that support.  So I’ll stick to using Asana on my Android phone where everything displays at a font size that is actually legible."
2023-08-15,-,Gives too much power to the lazy admin who controls the Parent tasks & recycles project to project. Forces the average end user to play detective for each of their subtasks.
2023-08-12,-,It’s a great application but in the iOS apps the tasks that you create in boards view automatically bounce to the first column even after selecting that the task needs to be in a different column.
2023-08-11,-,"This is just perfect for our family. We are starting a family cleaning service and the organizational potential from this app is blowing my mind, tbh"
