"Content","Date","Consumer Sentiment Classifier","Automatic Classifier"
"Très satisfaite de ma commande AutoHero effectuée ce mois-ci. J’ai acheté une Renault Capture et du début à la fin, tout s’est bien passé. Je remercie le commercial Jason pour son accompagnement. Un grand merci aussi au chauffeur Luc Olivier qui a un vrai sens du détail, il a pris le temps tout m’expliquer lors de la livraison. Un grand merci à toute l’équipe Je recommande vivement","2023-12-13T16:43:31.0000000Z","Positive","Satisfaction with Purchase"
"Suite à un problème survenu sur ma voiture, j'ai du contacté le service après vente Autohero. J'ai été très agréablement surpris par le professionnalisme et la gentillesse de l'équipe qui a pris directement en charge ma voiture du début jusqu'à la résolution du problème. Toujours à l'écoute, l'équipe à répondu à toutes mes questions et m'a accompagné jusqu'à la réparation du véhicule. Et pour cela, je tiens à les remercier.Le SAV Autohero est une référence. Tout simplement parfait.","2023-12-15T12:46:16.0000000Z","Positive","Customer Service"
"Achat de la voiture en Août 2023, après deux mois d'utilisation pannes sur pannes, nous en sommes à prés de 4 000 € de réparation et la voiture est toujours au garage !!!! Service réclamation nul tous ce qu'ils reclament c'est la photo du km et a priori trop dur à comprendre que vue qu'elle est au garage on ne peut pas la donner pour le moment.","2023-12-18T17:37:19.0000000Z","Negative","Vehicle Quality"
"Tout à pas été parfait oubli du double de clé et de la carte grise ....petite panne de la prise équipement ! Mais tout à été réglé comme prévu et dans les délais prévu ! Gael à géré les retours de ma panne de manière très reactif et à mis à ma portée les outils nécessaire pour la vidéo qui était trop lourde à l'envoie ....pas évident quand on est un profane en la matière Donc bonne expérience en définitif !","2024-01-04T21:33:38.0000000Z","Positive","After-Sales Service"
"Ça faisait 6 mois que je cherchais un modèle précis (et pas à l’autre bout de la France) et seul AutoHero proposait ce modèle en livraison.Au départ j’étais un peu méfiant (tarif honnête, bel aspect sur les photos, garantie et période d’essai).En fait la voiture m’est passée sous le nez une première fois, puis a finalement été remise en vente 1 mois plus tard. J’ai eu la chance de tomber sur le même commercial les 2 fois -Stéphane, merci à lui- qui avait gardé mon dossier, a retrouvé nos échanges. Il a su me convaincre sans me pousser à la consommation, par une discussion détaillée et technique convaincante.Ensuite, suivi de commande classique mais sérieux.Livraison avec un sms +photo de la voiture sur le camion pour m’avertir de l’heure d’arrivée.Le livreur (Alexandre, de Pessac) a pris le temps de faire le tour de la voiture avec moi + essai routier.Il ne me reste plus qu’à croiser les doigts pour ne pas avoir de soucis technique, mais on a pris la garantie premium.Merci l’équipe AutoHero","2023-12-22T22:06:47.0000000Z","Positive","Purchase Process"
"Une première pour moi, l achat d un véhicule en ligne,mais surement pas la dernière avec AUTOHERO.Le site est trés bien fait et trés facile de trouver son bonheur.Le premier contact avec le commercial parfait,il repond a toutes vos questions.Le service client également si vous avec encore un doute sur le deroulement de la vente et la prise de rendez vous pour la livraison trés rapide.Tout est trés trés bien suivi,les papiers ne seront pas un soucis pour vous!!AUTOHERO se charge de tout!!et le meilleur une livraison dans un camion vitrine avec un sympathique chauffeur(mr Ibrahim)qui vous explique tout avec le sourire.Un grand MERCI a toute l équipe AUTOHERO ,ne changez rien vous etes au TOP et trés proffessionnel.J adore mon nouveau véhicule.","2023-12-15T18:46:52.0000000Z","Positive","Online Buying Experience"
"J’ai acheté une Mégane 3 coupé, tout s’est bien passé de la vente au sav, lors de la vente, Stéphane m’a très bien conseillé et a été réactif pour chaque demande, lors de la livraison, le livreur Laurent a été à l’heure et me tenait au courant de l’avancée de son trajet, les papiers ont été faits rapidement et il a été très gentil. Quelques jours plus tard j’ai eu un petit problème de vanne egr, Jean du sav a été toujours très réactif également et m’a accompagné dès les démarches de réparation, j’ai été intégralement remboursé facilement et rapidement. Pour résumer, tout le service est aimable, honnête et très professionnel, je suis entièrement satisfait de l’ensemble de mon acte d’achat.","2023-12-25T10:03:35.0000000Z","Positive","After-Sales Service"
"Très satisfaite de mon achat chez Autohero tout c est très bien passé, aussi bien pour la réservation sur le net, que pour la réception de notre véhicule, personnels très disponibles toujours la pour nous répondre, pour la livraison livreur très agréable et disponible pour répondre à nos questions.","2023-12-29T15:44:31.0000000Z","Positive","Satisfaction with Purchase"
"Achat d'une Citroën C5 2017.Pour commencé.Le positif:-Commande et suivi simple et plutôt clair.-J'ai choisi le règlement en chèque de banque a la livraison du vehicule (ce que je trouve rassurant).-Une fois la commande validé. Début de quelques jour d'attente pour avoir une date de livraison qui sera respecté par autohero sans problème a l'heure et avec un livreur très sympathique.-Un SAV réactif et disponible (mail/telephone)Le négatif: -Aucune négociation possible.-Je reçois un véhicule a la finition baclé qui n'a clairement pas été nettoyer après la commande (aspirer pour les photos sur le site mais pas propre!)-j'ai a la réception devant le livreur un voyant ""niveau huile"" - un impact certe minime sur le hayon de coffre qui n'étais pas la sur les photos de l'annonce ni dans les défaut du vehicule et donc post commande.Échange par mail avec le sav: -On me propose un remboursement de 50e pour l'impact sur la carrosserie-100e pour le nettoyage non fait - le remboursement d'un bidon d'huile pour la mise a niveau sur présentation d'une facture.Après plusieurs échange de mail ou j'exige le remboursement des frais de préparation on m'explique que les frais ne couvre pas que le nettoyage mais aussi la vérification des niveaux d'huile notamment (ça tombe bien ils étais mauvais).Je finirais tout de même par obtenir le remboursement des frais de préparation (200euros) après menace de leur redonner la voiture étant toujours dans les délais de rétractation de 21j et 500kms.cependant je ne verrai pas la couleur de mon bidon d'huile car l'ayant en stock j'ai fait le niveau de mon véhicule sans en acheter un nouveau je n'ai donc pas de facture et pour l'impact on collera un sticker cache misère.EN CONCLUSION: Mon expérience pourtant bien partit a été en partie gaché par le fait d'avoir reçu un véhicule sale et abimé par autohero.Le sav n'aura fait que le minimum exigible pour la livraison d'un véhicule dans un tel état a savoir me rembourser les frais de nettoyage mais ils ont au moin le mérite d'être très disponible par mail ou telephone.Une petite moyenne car j'aurais apprécier un geste un peu plus généreux de leurs part.","2023-12-14T20:28:44.0000000Z","Negative","Purchase Process"
"Je suis assez satifaite de mon premier achat en ligne. J'ai récupérer mon véhicule aujourd'hui même alors j'espère ne pas changer d'avis 😅 je me permet d'enlever une étoile parce que j'ai régler 368€ pour la livraison et la préparation de ma voiture. La seule livraison proposer se trouve à 117km de chez moi, j'ai tout de même payer cette livraison ainsi qu'un billet de train à 35€ et un taxi à 16€ (pour 4,3km) puisque que même me récupérer à la gare ce n'étais pas possible, passont les joies de l'achat à distance (qui me reviens a 170€ et pas à ma porte), je récupère mon véhicule acheter à 9928km, qui en a maintenant 10497, j'ai vu après commande, dans les petites lignes, que mon véhicule peut être ramener au point de livraison par la route et donc qu'autohero s'autorise 800km d'écart entre l'achat et la livraison, encore une fois passons, par contre le voyant de pression des pneus qui s'allume à 10558km et l'absence de lave glace, au prix des frais de préparation (249€) je trouve ça sincèrement abuser...Sinon le véhicule est très fidèle à sa description et pas de mauvaise surprise, il a été livrer dans un garage ""vendezvotrevotrevoiture.com"" très bon accueil de Cindy, très sympathique, elle a prit son temps pour m'expliquer au mieux les petites choses à savoir sur le véhicule et j'ai put partir pour mes 117km du retour sereine !","2024-01-03T18:19:40.0000000Z","Negative","Online Buying Experience"
"Véhicule acheté avec multiples problème 12000 euro mois de mai 2023 bosse non mentionné sur l annonce/ tâche sellerie qui apparaissent après 2 semaine quand leur produits ne fais plus effet j ai du faire changer bielle rotule de direction etc car complètement HS a 110 km le véhicule tremblais ds tous les sens  puis se suive problème d' accoup a répétition bilan du garagiste kit volant moteur et embrayage HS  réponse d autohero prise en charge du volant et 50 pourcent de la main d oeuvre sur un véhicule garantie pourtant 1 an sur la transmission le reste c est pour moi a payé même le garagiste m'a dis il se moque de vous complètement le kit se change essemble  bref je vais allé déposer plainte et on verra la suite....  donc autohero société a fuir  rien a voir où j'ai eu a faire avec d autre beaucoup plus correct méfier vous méfier vous pour moi a fuir!!!!!!! Et en plus en réponse des vrai menteurs la main d oeuvre volant moteur a été pris a 50pourcent/et le véhicule fais 6000km si on réfléchit même avec la pire des conduites on ne tue pas un embrayage en 6000 km chose impossible des menteurs","2023-12-20T14:34:41.0000000Z","Negative","Vehicle Condition"
"1er achat d'une voiture via internet chez autohero! Autant  dire qu'on est pas rassuré n'ayant pas vu la voiture en réel. Encore plus lors de la livraison du véhicule où je ne reçois qu'une des deux clés annoncés sur le site. mais  apparemment fait exprès pour la période d'essai des 21j de rétractation ou les 500km. Néanmoins si reproches: c'est de n'avoir pas donné l'historique papier du suivis du  véhicule  lors de la livraison. MAIS véhicule récent j'ai fait confiance et pas déçus  lors de la réception des documents .c'était une Expérience positive et satisfaisante, le  professionalisme est au rdv, chaque questions- répondus.  doutes-rassurés, ce qui avait été annoncé a été fait. livraison en temps et heures, véhicules propre a la livraison. Exactement comme sur la description du site . Voir même encore plus beau en réel. Le suivis de la commande et le financement  carré. Merci a l'équipe autohero de m'avoir permis d'acquérir ce véhicule que je voulais.Je recommandes","2023-12-07T01:45:06.0000000Z","Negative","Online Buying Experience"
"Très bonne expérience Autohero sont très présent et très à l’écoute si vous avez la moindre question il vous réponde il sont toujours disponible . Très accueillant merci à la personne qui m’a remis mon véhicule il était très gentil il m’a tout remontrer tout expliquer dans les moindre détails nous avons refait le tour du véhicule . Je ne regrette pas mon achat chez vous à distance","2023-12-03T11:23:48.0000000Z","Positive","Satisfaction with Purchase"
"Très contente de cette entreprise sérieuse et fiable. C'est "" facile "" d'acheter une voiture, le site est bien construit. Il y a de nombreuses informations et les comparaisons de véhicules sont pratiques. Le suivi du dossier, les conseils de l'équipe sont au RDV. On a un ou deux interlocuteurs qui connaissent parfaitement votre projet. Ils sont facilement joignables... Sans oublier ; le véhicule est conforme à ce qui est présenté en ligne. Bref, la formule est bonne!","2023-11-30T12:56:24.0000000Z","Positive","Online Buying Experience"
"Bonjour,J'ai fait l'acquisition d'un véhicule via le site autohero fin août 2023. Je précise que c'est la première fois que je faisais une transaction de ce genre en ligne.Avec le recul je peux à présent donner un avis objectif sur cette enseigne.Auto Hero est une entreprise très sérieuse. Le suivi de la transaction était conforme à mes attentes. La livraison s'est bien déroulée et le véhicule était à l'identique de la description sur le site. J'ai eu un souci moteur quelques temps après et le SAV a été réactif. Le défaut n'était pas couvert par la garantie mais Auto Hero a fait un geste commercial en prenant la quasi totalité des réparations à leur charge.J'ai récupéré mon véhicule comme neuf.Je tenais donc à partager mon expérience pour lever tout doute quant à leur honnêteté.","2023-11-30T12:03:32.0000000Z","Negative","After-Sales Service"
"Très mauvaise expérience avec cet organismeJe le déconseille fortement.J’ai acheté un véhicule et à la livraison de celui ci le véhicule avait un voyant moteur allumé je décide de le rendre la restitution se fait sans encombre.Quelques mois plus tard je décide de refaire confiance à autohero j’achète un jeep compas en août 2024 avant la livraison une collaboratrice d’autohero me contacte pour modifier la date de livraison car l’écran tactile de la voiture ne fonctionne pas et ils doivent le changer, j’accepte le nouveau délais de livraison.À la livraison le véhicule  a un voyant moteur allumé l’écran tactile ne fonctionne pas (alors qu’il devait être changé) je me retrouve dans une situation délicate car je ne possède plus de véhicule néanmoins le service SAV me rassure « tout sera pris en charge mr ne vous inquiétez pas amenez la voiture chez jeep et envoyez nous le devis »Chose que j’ai faites.Nous sommes plus de 5 mois plus tard est rien est fait autohero me demande de contacter le constructeur celui ci ne répond à aucune relance autohero ne répond pas d’ailleurs en dehors de mail très polie me demandant d’attendre.Mon véhicule est mon outil de travail je ne peux me passer de l’écran je suis à ce jour sans solution ac un écran gps Bluetooth inexploitable et un voyant moteur allumé en permanence.C’est pas honnête.","2023-11-29T18:25:26.0000000Z","Negative","Delivery Experience"
"Je suis ravie d'avoir acheter ma voiture chez eux malgré le fait qu'acheter en ligne sans voir le véhicule fait un peu peur. Les conseillers sont à l'écoute et super réactifs, à la livraison de la voiture (dans sa belle galerie) il y a eu un petit couac sur la plaque d'immatriculation malgré ca le remboursement a été très rapide. Je recommande vraiment.","2023-11-28T18:37:38.0000000Z","Positive","Satisfaction with Purchase"
"Très très content de mon achat, première expérience chez Autohero avec de l’hésitation au départ… lol 😁 très bonne expérience du début à la fin !tous les Personnels à l’écoute, facile à joindre si besoin, le délai de la livraison du véhicule est très rapide au top ! Nos craintes ont finalement rapidement disparu dès que nous avons vu notre véhicule et nous n’hésiterons pas à renouveler notre confiance pour notre  prochain achat 😘Merci à toute l’équipe 😘😃😍","2023-11-28T10:55:07.0000000Z","Positive","Satisfaction with Purchase"
"Ras ! Première expérience chez Autohero avec de l’hésitation au départ… finalement très bonne expérience du début à la fin ! Personnel à l’écoute, facile à joindre si besoin… délai de livraison du véhicule même plus rapide que prévu ! Le véhicule, pour nous une Fiat 500 correspondante à 100% avec l’annonce ! Réellement très satisfait ! Nos craintes ont finalement rapidement disparu et nous n’hésiterons pas à renouveler notre confiance pour un prochain achat ! Merci à toute l’équipe 👍","2023-11-27T23:20:21.0000000Z","Positive","Satisfaction with Purchase"
"Vehicule réceptionné comme annoncé sur le détails et dans les temps.Problème de filtre à huile défectueux au bout de 4 mois et 9950km, après différents échanges avec le sav et une note négative sur Truspilot le sav a pris en charge la vidange. Liquide de refroidissement détecté sale alors qu'ils sont censé avoir vérifié le véhicule avant la vente. La garantie basique est un tout de même un peu courte pour des pros. A voir dans le temps.","2023-12-13T14:51:20.0000000Z","Negative","Vehicle Condition"
"Excellente expérience.J’ai d’abord fait l’achat d’un premier véhicule, et après quelque temps j’en avais trouvé un autre qui me convenait mieux, j’ai donc pu annuler par l’achat avec une grande facilité. J’ai donc acheté un autre véhicule sur le site que je ne regrette pas du tout. Un commercial est disponible tout au long de la vente pour répondre à toutes nos questions, bien que les descriptifs soient très détaillés. Le véhicule reçu est identique à l’annonce, pas de mauvaises surprises. Je suis ravie de mon expérience chez autohero, que je recommande sans hésiter et chez qui je reviendrais certainement ! Un grand merci également au commercial Onel.","2023-11-23T23:03:11.0000000Z","Positive","Satisfaction with Purchase"
"Autohero m'a vendu un véhicule avec écrous antivol sur les roues sans préciser que la clé pour les écrous n'était pas fournie avec le véhicule. Résultat: impossible de dévisser les écrous, il faut percer ! Plusieurs centaines d'euros pour une simple crevaison, Autohero ne prend rien en charge car 2 ans ont passé depuis l'achat.","2023-11-22T18:52:53.0000000Z","Negative","After-Sales Service"
"N'étant pas satisfait du produit et l'ayant fait savoir rapidement le 16/11 exactement, Service retour produit déplorable ayant 21 jours de rétractation et 500kms si on dépasse il y a un forfait kilométrique de 0.50cts par km non mais sérieusement ? le service retour viens à peine de me contacter pour prendre un rdv de retour du véhicule prévu le 28/11 pas avant...je me demande s'ils ne font pas exprès de ne pas avoir de date de retour rapidement pour faire trainer les choses... attention ou vous mettez les pieds avant d'acheter sur le site !!","2023-11-21T18:05:28.0000000Z","Negative","None"
"J'avais un doute à l'achat d'un véhicule sur internet j'ai passé le pas avec Autohero et je suis très content de mon expérience un grand merci à Stephen pour sont professionnalisme et aussi ça gentillesse lors des appels téléphoniques au SAV une équipe au TOP !!!!! A Bientôt pour un second achat","2023-11-20T19:36:24.0000000Z","Positive","Professionalism"
"J'ai hésité avant d'acheter une voiture en ligne, mais tout s'est finalement bien passé. Elle a été livrée moins de 2 semaines après la commande, en parfait état. J'ai vérifié les options renseignées sur la fiche AutoHero et j'ai constaté qu'il manquait le limiteur de vitesse et l'aide au maintien dans la voie. Je l'ai signalé à Autohero (réclamation sur leur site) et ils m'ont fait un geste commercial.Je n'hésiterai pas à recommencer l'expérience si je change de voiture un jour.","2023-11-20T16:48:17.0000000Z","Positive","Online Buying Experience"
"Je ne connaissais pas Autohero donc je suis allé voir les commentaires des clients qui étaient tous positifs. Ceux si m ont mis en confiance pour acheter une Toyota yaris hybride et je suis très satisfait de la société Autohero bien entendu que tout le personnel reflète au sérieux de l enseigne.Si j ai besoin d un autre véhicule, sans hésiter je la prendrais chez Autohero . Pour le règlement j ai donné un chèque certifié de banque à la livraison de ce véhicule .Merci et bravo pour cette société.","2023-11-18T10:25:36.0000000Z","Positive","Satisfaction with Purchase"
"Par le biais d’un ami j’ai acheté ma voiture une Peugeot 308 vraiment j’ai rien à dire. Rdv de livraison respecter le livreur MR SHARIF dé AUTOHERO est vraiment un professionnel. Je remercie tout le staffe et je vais en profiter de ma belle voiture 😂😂. Merci 🙏 AUTOHERO pour l’aide à mon financement. Je conseille vivement à AUTOHERO","2023-11-18T09:03:47.0000000Z","Positive","Satisfaction with Purchase"
"Nous étions à la recherche d’un deuxième véhicule vu que notre famille s’est agrandit et ayant de très mauvaise expérience avec les voiture d’occasion chez les particuliers ou même dans les garage traditionnel , j’ai trouvé le site Autohero et ayant consulté les avis sur Trustpilot nous avons décidé de nous lancer Je ne vous cache pas qu’investir une somme importante fait peur mais les conseillers clientèle vous met en confiance et même les garanties  proposées sur le site vous donne confiance D’abord merci à Stéphane qui a essayé de trouver des solutions avec moi pour le refus de paiement en plusieurs fois par leur partenaire . Il a été de bon conseil et très sympa Un peu de retard sur la livraison mais rien de bien grave j’ai été tenu au courant de chaque étape par une superbe conseillère mais malheureusement je ne me souviens pas qu’elle m’est dit son nom Voiture bien préparé à la livraison au top J’ai eu un soucis avec les numéros de plaque qui n’était pas les même à l’avant et à l’arrière juste une petite erreur sur une lettre et après avoir fait une réclamation sur le site le conseiller Jean m’a contacté très rapidement pour que j’aille les changer dans un garage à leur frais Jean a été très réactif et très sympa du début à la fin Merci à vous tous pour votre professionnalisme Je suis très contente d’avoir acheté une voiture sans pour autant stressé de m’être fait arnaquer comme à chaque fois que j’en ai acheté une","2023-11-17T20:40:27.0000000Z","Positive","Online Buying Experience"
"Près d'un an après avoir acheté mon véhicule via Autohero, on m'indique que la courroie de distribution devait être remplacée. Toutes les réparations ont été prises en charge par la garantie Autohero.Le SAV a été très efficace, en particulier Gaël avec qui la communication a été simple et professionnelle.","2023-11-17T16:06:31.0000000Z","Positive","After-Sales Service"
"Autohero m'a vendu une voiture avec un moteur 1,2 pure tech qui a un soucis .ils ont changé la courroie de distribution à 39000 km qui aurai pu m alerter mais le pire c'est qui me l'ont vendu plus de 15000 euros et quand je me suis aperçu du problème moteur ils m ont fait une proposition de reprise 10 mois plus tard de 9800€ .A vous de juger","2023-11-16T20:40:09.0000000Z","Negative","Vehicle Condition"
"J'ai cherché sur le site un véhicule qui conviendrait à notre association. Dès que j'ai contacté Autohero j'ai bien été prise en charge. Le commercial a répondu à toutes mes questions.  La transaction s'est très bien passée ainsi que la livraison. J'ai fait appel à Autohero car en 2022 j'avais acheté mon véhicule personnel  et j'en suis contente. Je ferai de nouveau appel à Autohero pour l'achat d'un deuxième véhicule pour notre association !","2023-11-16T09:45:35.0000000Z","Positive","N/A"
"A part 2 retards dans la livraison dont un imputable a la tempête rien, a redire.Processus d'achat hyper simple.Livraison très pro de la part de Didier.Reprise très rapide. Attention pour cette dernière il y a un délais d'une heure le temps que le livreur vérifie le véhicule a reprendre. Ils ne le précisent pas durant le processus d'achat","2023-11-15T14:03:26.0000000Z","Negative","Delivery Experience"
"J'ai acheté une voiture fin septembre 2023,j'ai adoré leur site, la présentation est précise et les défauts sont bien montrés, des zooms sont possibles pour bien les voir. Le service client est rapide dès que l'on souhaite les joindre. En cas d'erreur de leur part, ils vous remboursent une certaine somme en fonction du problème. Exemple, ils avaient mis dans le descriptif que la voiture possédait un lecteur CD, alors que non, ils m'ont remboursé 200 euros. La voiture est vraiment comme décrite, et prête à rouler. Le seul problème est que mon département n'était pas couvert par leur livraison, j'ai du me déplacer à 1 heure de chez moi pour récupérer mon véhicule dans un centre partenaire, d'ailleurs reçu par une personne très pro. Franchement je vous les conseils. Si besoin je n'hésiterai pas à refaire affaire avec eux.","2023-11-11T13:14:58.0000000Z","Positive","N/A"
"Pour la commande tout ce passe bien . Par contre le SAV est très clairement à fuir . J’ai rencontré un soucis plutôt grave sur ma voiture . Ils m’ont baladé de garage en garage ( car oui les SAV se font uniquement dans des garages du style norauto..etc sinon c’est vous qui payer le diagnostic..)Après diag à ma charge , ils prennent en charge une partie de la réparation ( Vanne EGR ) Cependant d’autre problème apparaissent et ils refusent toute prise en charge en se cachant derrière leur politique  ( radiateur de turbo 1300€ de réparation , chauffage … ) . Une procédure judiciaire est en cours avec eux , ils n’ont répondu à aucunes lettres recommandé d’expert… Le meilleur pour la fin , la voiture après enquête de me experts , a eu un gros sinistre dans le passé suite à un accident … Bref je ne recommande pas cette société , ou alors n’ayez aucuns problèmes majeur .","2023-11-09T15:21:13.0000000Z","Negative","After-Sales Service"
"Service client joignable très facilement par téléphone. Aucune mauvaise surprise car le dossier photo est exhaustif (même concernant les imperfections). Pièces d’usure changées pour la vente.Livraison très rapide et à domicile avec moult explications de la part du livreur.Enfin et c’est le plus important: le véhicule livré est impeccable, lustré dedans comme dehors presque comme neuf!","2023-11-09T10:19:36.0000000Z","Positive","Vehicle Condition"
"J'ai eu pour ma part quelques soucis, dès les premiers jours j'ai eu le voyant moteur qui s'allumer donc direction le garagiste . Résultat environ 1000 € de réparation, autohero à vite pris en charge les dépenses malgré  le fait que ce ne soit pas un garage agréé par eux. Merci encore à Gael","2023-11-08T16:15:11.0000000Z","Positive","After-Sales Service"
"Me voilà très satisfaite de mon achat chez autohero.  Que ce soit pour un premier contact pour info avant achat puis tout le suivi de l'achat jusqu'à la livraison,  service au top. Service client à l'écoute et rassurant, et le livreur au top, pleins de conseils utiles. Un grand merci et je recommande à 200% autohero.","2023-11-08T12:15:07.0000000Z","Positive","Satisfaction with Purchase"
"Très satisfaite service client disponible et professionnel véhicule conforme à la description livraison à domicile très satisfaite par le livreur Laurent très agréable professionnel et disponible pour fournir toutes les explications et justificatifs du véhicule je recommande vivement et pour ma part premier achat en ligne et pour le moment que du positif","2023-11-07T13:51:56.0000000Z","Positive","Satisfaction with Purchase"
"Six mois après avoir acheté un véhicule chez Autohéro, je suis pleinement satisfait à bien des niveaux. J'ai lu beaucoup d'avis sur internet avant de me décider à acheter un véhicule en ligne chez Autohéro. Ce sont des sommes d'argent pas négligeables, et on est jamais sûre de la fiabilité du commerçant. Alors je donne mon avis pour ceux qui seraient dans la même situation que moi à l'époque (mai 2023).- Tout d'abord les processus de commande, de livraison et de reprise de l'ancien véhicule sont efficaces et les agents sont à l'écoute et aidant. C'est particulièrement appréciable, surtout quand on va dépenser une somme d'argent importante pour un achat en ligne d'un véhicule que l'on a pas vu en vrai.- Mais c'est surtout les échanges avec le SAV (Interlocuteur Gaël du service après-vente) qui m'ont donnés pleine satisfaction. En effet, il se trouve que le véhicule que j'ai acheté avait un défaut très coûteux à réparer (Il ne fait aucun doute que AUTOHERO n'était pas au courant de ce défaut à la vente du véhicule). Après de demande de devis au garage et validation par le SAV, toutes les réparations ont été effectuées et payées par Autohero (plusieurs milliers d'euros) en plein accord avec la Garantie Premium de 12 mois.En conclusion, je recommande fortement ce concessionnaire en ligne, pour l'entièreté du processus et pour le professionnalisme du SAV. Meme si comme dans mon cas, il y a un problème inattendu sur le véhicule d'occasion (on est jamais à l'abri), le SAV fait tout ce qu'il faut pour régler le problème le plus rapidement possible. Et ça c'est particulièrement appréciable, faisant de moi un client satisfait. NB: Par ailleurs, je recommande aussi de contacter l'assurance premium sur les 12 mois de garantie.","2023-11-07T11:26:01.0000000Z","Positive","Purchase Process"
"Je suis toujours dans l’euphorie, l’excitation!J’ai reçu mon véhicule aujourd’hui. Et franchement! Je ne regrette pas mon achat en ligne chez Autohero. Service commercial à la hauteur, de ce qu’on attends. Tjrs à l’écoute et réponds au besoin de ses clients. Service de qualité, livreur très professionnel et souriant. Remise de véhicule super propre comme sortie d’un concessionnaire! Et les photos lors de l'achat en ligne, est exactement comme sur le site! Voir en mieux de visu. Remise de documents en règles, avec la possibilité de contacter le service-client à la moindre question. Livraison rapide, avec le plus grand soin! J’aurai tant à dire! Mais une chose est certaine, c’est que je recommande fortement cette entreprise se faisant connaître de plus en plus! Pour ma part, c’est Noël avant l’heure! Merci grandement Autohero.","2023-11-06T23:20:19.0000000Z","Positive","Satisfaction with Purchase"
"Très satisfait. Véhicule conforme à la description voir mieux. Très bon suivi commercial et livraison sans problème.Dommage que la livraison passée il n'y ait plus aucun retour.- La batterie affichant 11,4V je l'ai débranchée et mise en charge trois jours après la réception du véhicule. Pas de carnet d'entretien, donc pas de code pour media Nav. Ma demande du code à Autohéro est toujours sans réponse.- Dés décembre et les premiers froids impossible de démarrer le matin, d'où achat d'une batterie neuve.La batterie est certes une pièce d'usure mais livrer un véhicule avec une batterie de 6 ans qui ne tient plus la charge est décevant.","2023-12-30T10:59:28.0000000Z","Positive","None"
"Je recommande tout à fait Auto Hero à quiconque souhaite s'acheter une voiture ! Ils font preuve d'une bonne organisation et de professionnalisme. La livraison s'est déroulée comme prévue, et la voiture était dans l'état annoncé, c'est-à-dire en très bon état. Je les remercie et ne regrette pas de leur avoir fait confiance !","2023-11-03T14:33:17.0000000Z","Positive","Satisfaction with Purchase"
"Très bonne expérience avec Autohero, j'ai trouvé le véhicule de mes rêves avec un prix moins cher qu'ailleurs. Même si on ne peut pas voir le véhicule sur place avant d'acheter, l'annonce et les photos sont très fournies et précises avec tout l'historique d'entretien. Après le virement fait, la voiture m'a été livrée dans la semaine ! Et le fait d'avoir 21 jours et 500km pour tester et rendre la voiture en cas de doute est un luxe dans le marché d'occasion. Pour finir, la livraison dans le camion transparent a fait son petit effet ! Je recommande","2023-11-03T14:23:21.0000000Z","Positive","Online Buying Experience"
"1 étoile car 0 étoile n'étant pas possible ! car je suis victime de pratique commerciale très douteuse.A 2 jours de la livraison de la reprise de mon ancien véhicule et la livraison du nouveau, Autohero tente de me racketter. On m'annonce que subitement le prix de rachat de mon ancien véhicule baisse de 31% (6093 € à 4200 €) alors que le même modèle, même année, même kilométrage est vendu entre 7500€ et 9500€ sur le site Autohero !!! Ensuite on m'impose de régler la différence, quelle honte !!!Ni le commercial, ni le directeur commercial ne m'ont apporté de réponse satisfaisante à part un cours de bégaiement incroyable !!!!Je déconseille vivement ce marchand en ligne car il ne respecte pas les promesses clients, les contrat signés et validés, ni même les factures !!! Par contre aucun délai pour encaisser mon virement pour programmer la livraison mais pour me rembourser, on m'annonce des délais bancaire....Bref, une belle arnaque !","2023-11-02T20:48:45.0000000Z","Negative","After-Sales Service"
"Je me suis présentée pour récupérer la voiture commandée.Livraison à 1h de chez moi engageant donc des frais de déplacement justifiés si le véhicule n'avait pas présenté un bruit mécanique dès la sortie d'essai. compte tenu des soit-disant contrôles qualités inadmissible!en toute logique j'ai refusé le véhicule.j'ai donc assuré un véhicule, demandé un chèque de banque, payé des frais aller et retour. on me propose un avoir de 130€(frais engagés) pour un prochain véhicule alors qu'un bruit mécanique n'a pas été détecté par les ""experts"". Une blague","2023-11-02T11:29:12.0000000Z","Negative","Delivery Experience"
