Content,Url,Date,,Consumer Sentiment Classifier,Automatic Classifier
"Venditore eccellente. Ho avuto un problema cona.consegna, dovuto ad un ritardo del corriere. Appena chiamato, si è subito prodigato per sollecitare e risolvere la problematica. Davvero eccezionale. Da consigliare assolutamente.",https://www.trustpilot.com/reviews/61ed1642a16c1e751f71c13e,2022-01-23T08:48:02.0000000Z,,Positive,Great Service
Venditore affidabile con spedizione super veloce. Grande scelta di caffè a ottimi prezzi. Consigliatissimo!!,https://www.trustpilot.com/reviews/61e9cf51a16c1e751f6fb4ba,2022-01-20T21:08:33.0000000Z,,Positive,Fast Shipping
"Businnesscaffè una garanzia, sono diversi anni che acquisto capsule da loro, non ho mai avuto problemi.",https://www.trustpilot.com/reviews/61e42a85a16c1e751f6ae04a,2022-01-16T14:24:05.0000000Z,,Positive,Satisfactory Purchase
Precisi  e ottimo prodotto puntualissimo nelle consegne clienti da più di 4 anni,https://www.trustpilot.com/reviews/61e3e890e1196e51d765430e,2022-01-16T09:42:40.0000000Z,,Positive,Satisfactory Purchase
"Ottimo caffè, ottimi i prezzi, l'unica pecca peraltro non per colpa vostra, i tempi di consegna che potrebbero essere più celeri, anche perché voi il caffè lo spedite istantaneamente alla richiesta. Riacquisterò il caffè sicuramente da voi, (se i prezzi rimangono convenienti ).",https://www.trustpilot.com/reviews/61e295d3e1196e51d7647b1f,2022-01-15T09:37:23.0000000Z,,Positive,Fast Shipping
Servizio eccellente. Ordine confezionato molto bene a garanzia dell’integrità del prodotto,https://www.trustpilot.com/reviews/61e1748fa16c1e751f691ddd,2022-01-14T13:03:11.0000000Z,,Positive,Quality Packaging
"Consegna veloce. Materiale, di scatole di 5 scatole 3 arrivate danneggiate.",https://www.trustpilot.com/reviews/61e16567a16c1e751f690a23,2022-01-14T11:58:31.0000000Z,,Negative,Satisfactory Purchase
niente da rimproverare alla ditta che è stata sempre corretta e onesta.devo però constatare che le cialde che ho da poco acquistato sono fatte con carta riciclabile e il caffè non è più buono come prima.ho provate varie tipologie e marche differenti ma il risultato non cambia .molto deludente. non so se riuscirò a trovare ancora le vecchie cialde.proverò a consultare altri siti,https://www.trustpilot.com/reviews/61e07491e1196e51d763037d,2022-01-13T18:50:57.0000000Z,,Negative,Satisfactory Purchase
"Sono ormai affezionata cliente e ordine dopo ordine Businescaffè si conferma il miglior store online per acquistare al miglior prezzo il miglior caffè (nostri preferiti, Borbone Oro e Passalacqua). Li ringrazio infinitamente per le cialde prova omaggio, la correttezza, rapidità e cortesia.",https://www.trustpilot.com/reviews/61dafe73a16c1e751f63c3d3,2022-01-09T15:25:39.0000000Z,,Positive,Satisfying Transaction
Servizio veloce e puntuale; qui trovo il caffè che mi piace ad un ottimo prezzo.,https://www.trustpilot.com/reviews/61d86164a16c1e751f621e79,2022-01-07T15:51:00.0000000Z,,Positive,N/A
"Sono clienti da diversi anni. Prezzi super, comunicazione ottima e tempi di spedizioni da primato. Super consigliato",https://www.trustpilot.com/reviews/61d20fdd0430e828ebe5ae34,2022-01-02T20:49:33.0000000Z,,Positive,N/A
OTTIMO SITO SI NAVIGA VELOCEMENTE BUONI I PRODOTTI OTTIMI I  PREZZI. ACQUISTERO SICURAMENTE ANCORA,https://www.trustpilot.com/reviews/61d06d8f9f60695a25068dc9,2022-01-01T15:04:47.0000000Z,,Positive,Good Quality
"Tutto ok come sempre, prodotti, spedizione e celerità.B&B La Cà ët Mec Robilante",https://www.trustpilot.com/reviews/61ceebe50430e828ebe3e99d,2021-12-31T11:39:17.0000000Z,,Positive,Satisfying Transaction
Prezzi molto buoni e spedizione rapida.. Caffè della Reggia gusto napoletano veramente buono!!,https://www.trustpilot.com/reviews/61cd96d30430e828ebe2dd1b,2021-12-30T11:24:03.0000000Z,,Positive,Good Quality
"E un bel po che acquisto il caffè da voi ,serietà e tempi di consegna rapidi, voto 5*****",https://www.trustpilot.com/reviews/61c5760c0430e828ebdd6279,2021-12-24T07:26:04.0000000Z,,Positive,N/A
"Ottimo venditore a differenza di un’altro che ancora mi deve far baciare la merce, rapido veloce consigliatissimo",https://www.trustpilot.com/reviews/61c45ac99f60695a25fe4324,2021-12-23T11:17:29.0000000Z,,Positive,Fast Shipping
Consegna sempre puntuale.  Caffè qualità prezzo imbattibili.  Venditore consigliato,https://www.trustpilot.com/reviews/61c4488c9f60695a25fe2c60,2021-12-23T09:59:40.0000000Z,,Positive,Satisfactory Purchase
"Ben confezionato, caffè arriva in tempi brevi e offerte sempre al top.",https://www.trustpilot.com/reviews/61c02b1f0430e828ebd876f5,2021-12-20T07:05:03.0000000Z,,Positive,Satisfying Transaction
"Prezzo molto competitivo anche per le piccole quantità, prodotto perfetto!",https://www.trustpilot.com/reviews/61bf633f9f60695a25f9e683,2021-12-19T16:52:15.0000000Z,,Positive,Satisfying Transaction
Acquisto ormai sistematicamente le capsule. Mai una sbavatura. Tutto sempre perfetto. Caffè ottimo,https://www.trustpilot.com/reviews/61be24fe0430e828ebd75c43,2021-12-18T18:14:22.0000000Z,,Positive,Satisfying Transaction
"Ottimi prodotti,spedizione veloce e personale veramente gentile e celere sia nel rispondere k nel risolvere eventuali problemi.Consigliatissimi",https://www.trustpilot.com/reviews/61bdccdd0430e828ebd7047a,2021-12-18T11:58:21.0000000Z,,Positive,Great Service
"Prezzi competitivi e nessun intoppo. Seconda volta che acquistiamo qui, il sito è chiaro e veloce da consultare. Consigliato",https://www.trustpilot.com/reviews/61bb3c5c9f60695a25f6b2f7,2021-12-16T13:17:16.0000000Z,,Positive,Competitive Prices
"Ottimo servizio, arrivato in un giorno, imballato bene. Il caffè è ottimo.",https://www.trustpilot.com/reviews/61b73ca90b7cbbcbfe0ae11e,2021-12-13T12:29:29.0000000Z,,Positive,Fast Shipping
"Il miglior negozio online di caffè! Prezzi bassi, velocità nel processare gli ordini e possibilità di pagamento in contrassegno senza alcun sovrapprezzo! Lo consiglio a tutti!",https://www.trustpilot.com/reviews/61b4a56f2b49257fe29d8228,2021-12-11T13:19:43.0000000Z,,Positive,Satisfying Transaction
"Ho già fatto altri acquisti e non ho avuto nessun problema. Transazione perfetta e spedizione velocissima.  Anche al telefono ho avuto soddisfazione alla mia domanda. Mio fornitore preferito, ormai  le capsule.di caffè si acquistano solo in questo sito.",https://www.trustpilot.com/reviews/61acc1070b7cbbcbfe0166c9,2021-12-05T13:39:19.0000000Z,,Positive,Satisfying Transaction
"Velocissimi, da quando si spedisce l' ordine il corriere arriva in 2 giorni. Un grazie a Business Caffè che non mi lascia mai senza la mia carica quotidiana. A presto, ciao. Claudio.",https://www.trustpilot.com/reviews/61ab94832b49257fe2950920,2021-12-04T16:17:07.0000000Z,,Positive,Fast Shipping
Come sempre tutto perfetto prezzi concorrenziali spedizioni veloci cinque stelle meritatissime,https://www.trustpilot.com/reviews/61a499d9bd63dda48268506c,2021-11-29T09:14:01.0000000Z,,Positive,Satisfying Transaction
"Non è la prima volta che compro caffè da quei sito. Mi trovo benissimo : economico, veloce... Insomma ottimo",https://www.trustpilot.com/reviews/619c2cda8931a33087338c6b,2021-11-22T23:50:50.0000000Z,,Positive,Satisfying Transaction
Spedizione rapida ed arrivo del prodotto in tempi brevi. Qualità del prodotto conforme alle aspettative,https://www.trustpilot.com/reviews/6197a81f8931a3308730430c,2021-11-19T13:35:27.0000000Z,,Positive,Fast Shipping
Tutto benissimo.Quanto ordinato è arrivato  conforme e ben confezionato ad un costo veramente conveniente,https://www.trustpilot.com/reviews/61966518813958f0f1442201,2021-11-18T14:37:12.0000000Z,,Positive,Satisfying Transaction
"tutto ok, serietà e puntualità nella consegna e qualità del servizio oltre al buon caffè",https://www.trustpilot.com/reviews/6192a4424e475d8cc62e6168,2021-11-15T18:17:38.0000000Z,,Positive,Satisfying Transaction
"Qualità prezzo ottima, i tempi di arrivo sono stati rispettati, il pacco è stato recapitato senza alcun danno che dire proprio quello che cercavo.",https://www.trustpilot.com/reviews/6190d11701034f34babeda46,2021-11-14T09:04:23.0000000Z,,Positive,Satisfactory Purchase
"ottimi prodotti molto serio il personale e' professionale,veloce il tempo di consegna.lo consiglio vivamente questo sito.",https://www.trustpilot.com/reviews/618ece0d01034f34babdd80c,2021-11-12T20:26:53.0000000Z,,Positive,Excellent Experience
Ho acquistato il caffè che stavo cercando ad un prezzo conveniente. La spedizione è stata più che veloce.La prova qualità è stata come da aspettative.,https://www.trustpilot.com/reviews/618ebe9001034f34babdc9fa,2021-11-12T19:20:48.0000000Z,,Positive,Satisfactory Purchase
E' ormai da tempo che ordino da loro. Efficienti e rapidi come sempre.,https://www.trustpilot.com/reviews/6188bbbe234f1b1fe57144cb,2021-11-08T05:55:10.0000000Z,,Positive,Fast Shipping
Sono costretto a dare 1 sola stella in quanto l'imballaggio nel quale è stata spedita la merce si è rivelato insufficiente e le capsule del caffe in testa al pacco erano tutte schiacciate quindi inutilizzabili (ho fatto le foto ma non c'è possibilità di allegarle). Mi sembra poco professionale spedire un oggetto cosi delicato in una scatoletta di cartone senza alcuna protezione interna,https://www.trustpilot.com/reviews/61869f8975069a4da49b324d,2021-11-06T15:30:17.0000000Z,,Negative,Quality Packaging
"che dire velocissimi nella consegna, e prezzi migliori del web più di cosi",https://www.trustpilot.com/reviews/61844cf3234f1b1fe56e9a92,2021-11-04T21:13:23.0000000Z,,Positive,Fast Shipping
"Prodotto molto buono e qualità prezzo molto buono, ordinato dopo 3 giorni è arrivato!",https://www.trustpilot.com/reviews/617d33a8234f1b1fe56938de,2021-10-30T11:59:36.0000000Z,,Positive,Satisfactory Purchase
"Consegne veloci, disponibili a rispondere a qualsiasi domanda o problema.",https://www.trustpilot.com/reviews/617c542d234f1b1fe568d0f4,2021-10-29T20:06:05.0000000Z,,Positive,Fast Shipping
Sono soddisfatto della velocità di consegna e anche del costo. Ottimo rapporto qualità prezzo,https://www.trustpilot.com/reviews/617aa9d4234f1b1fe56765d4,2021-10-28T13:47:00.0000000Z,,Positive,Satisfactory Purchase
"E' la seconda volta che compro qui. Prezzo conveniente, spedizione velocissima. Consigliato!",https://www.trustpilot.com/reviews/617a7378234f1b1fe5671c05,2021-10-28T09:55:04.0000000Z,,Positive,Fast Shipping
"Efficienti, sempre disponibili e puntuali nella consegna. Sono un paio d’anni che mi servo da loro e non cambierei.",https://www.trustpilot.com/reviews/61728d0c75069a4da48ca5eb,2021-10-22T10:06:04.0000000Z,,Positive,Great Service
La spedizione è stata puntuale (giorno successivo) ed i prezzi sono veramente i più bassi del mercato,https://www.trustpilot.com/reviews/61727aec234f1b1fe56170d7,2021-10-22T08:48:44.0000000Z,,Positive,Competitive Prices
"Servizio veloce e molto professionale, oltre che a prezzi molto competitivi.",https://www.trustpilot.com/reviews/61714f8b75069a4da48bac27,2021-10-21T11:31:23.0000000Z,,Positive,N/A
"Il caffè è come mi aspettavo ottimo, grazie un saluto Roberto Zampieri",https://www.trustpilot.com/reviews/616a786f234f1b1fe55b9573,2021-10-16T06:59:59.0000000Z,,Positive,Good Quality
Tutto ok. Tempi di consegna rispettati e cialde fresche. Ripeterò l'esperienza.,https://www.trustpilot.com/reviews/6169b872234f1b1fe55b41c5,2021-10-15T17:20:50.0000000Z,,Positive,Satisfying Transaction
"Non è la prima volta che acquisto le capsule Kimbo, compatibili Nespresso: prezzo conveniente e tutto perfetto!",https://www.trustpilot.com/reviews/61683f3175069a4da4853245,2021-10-14T14:31:13.0000000Z,,Positive,Satisfactory Purchase
"Puntuali e corretti. Nel pacco c'era anche un piccolo assaggio omaggio.Ricomprerò da loro, anche perchè il prodotto acquistato costa meno da loro che da Amazon",https://www.trustpilot.com/reviews/6160029eb873f1f75f59fe53,2021-10-11T10:11:09.0000000Z,,Positive,Satisfying Transaction
Il prezzo migliore ed una spedizione velocissima! Ripeterò sicuramente l'esperienza di acquisto.,https://www.trustpilot.com/reviews/615a88966223e22118c1dfb4,2021-10-04T04:52:38.0000000Z,,Positive,Fast Shipping
"Puntuali precisi, comoda la possibilità di comunicare anche m/WhatsApp.",https://www.trustpilot.com/reviews/6155aac96223e22118bee248,2021-09-30T12:17:13.0000000Z,,Positive,Professional Communication
"Buoni prezzi e  veloci, non c'è una grandissima varietà di prodotti ma va bene, se trovi quello che cerchi è un ottimo sito! È da 5 stelle ma do 4 stelle solo perché c'è un minimo di spesa che se non ricordo male è di 20 euro o poco più (escluso spese di spedizione) e quindi sei costretto a spendere più di quello che vorresti o sennò ci si deve organizzare con più persone ed è quello che ho fatto io... Così ci siamo divisi anche le spese di spedizione il cui prezzo è molto onesto, solo 3.90 euro.Ah già dimenticavo infatti che penso sia l'unico sito ( o l'unico che io ho trovato) che permette di ordinare piccole quantità in modo da assaggiare vari gusti prima ed è una gran comodità! Un plus che merita una stella in più 😀",https://www.trustpilot.com/reviews/615595ce6223e22118bec758,2021-09-30T19:31:34.0000000Z,,Positive,N/A
"Tutto come previsto, l'unica differenza con altri siti di vendita è il pagamento delle spese di spedizione.",https://www.trustpilot.com/reviews/614d95396223e22118b96814,2021-09-24T09:07:05.0000000Z,,Positive,Convenient Payment
"Praticamente i migliori!!È da un anno e più che acquisto da loro.I prodotti eccezionali,con data di produzione recentissima e i prezzi competitivi.L'ordine viene spedito il giorno dopo e nel giro di 2/3 giorni il caffè è a 🏠",https://www.trustpilot.com/reviews/614717966223e22118b49b36,2021-09-19T10:57:26.0000000Z,,Positive,N/A
Ho acquistato più di una volta le capsule per la mia macchina del caffè. Consegna sempre puntuale e veloce nonostante una volta fossi in vacanza in un paesino di montagna.,https://www.trustpilot.com/reviews/61443c17215cfcced2684eae,2021-09-17T06:56:23.0000000Z,,Positive,Fast Shipping
"Molto soddisfatto del servizio , preciso, puntuale, come sempre , capsule di caffè che reputo le migliori per gusto e per rapporto qualità prezzo.",https://www.trustpilot.com/reviews/613bc770215cfcced2628ade,2021-09-10T21:00:32.0000000Z,,Positive,Satisfying Transaction
"Ottimi prodotti, prezzi concorrenziali e consegne puntuali. Cosa volere di più?",https://www.trustpilot.com/reviews/613b1d786223e22118ac64ef,2021-09-10T08:55:20.0000000Z,,Positive,Competitive Prices
Sono rimasta molto soddisfatta sia per i tempi di consegna che per la fornitura stessa.,https://www.trustpilot.com/reviews/613655e2cc0087e8ef6fd5e3,2021-09-06T17:54:42.0000000Z,,Positive,Satisfying Transaction
"Il servizio è stato ottimo, anche a seguito di un nostro errore durante l’ordine, si sono mostrati subito disponibili e pronti ad aiutare.",https://www.trustpilot.com/reviews/612d3f489c391649d84da364,2021-08-30T20:27:52.0000000Z,,Positive,Great Service
"Ordino le mie cialde preferite al miglior prezzo e il giorno dopo, massimo due giorni,  ho il caffè comodamente a casa. Tutto perfetto",https://www.trustpilot.com/reviews/6123c8637668357b4e437c3b,2021-08-23T16:10:11.0000000Z,,Positive,Fast Shipping
"Sono molto contenta di aver acquistato il caffè da loro,prezzi convenienti e consegna puntuale",https://www.trustpilot.com/reviews/61192fdf51602952de9463bb,2021-08-15T15:16:47.0000000Z,,Positive,Satisfactory Purchase
"Molto solleciti nell'inviare la merce ordinata. Qualità  ottima, continuerò ad acquistare da voi.",https://www.trustpilot.com/reviews/6117898751602952de938054,2021-08-14T09:14:47.0000000Z,,Positive,Fast Shipping
Prima della consegna gradirei ricevere un messaggio in cui si specifica si il  giorno  di consegna ma anche una fascia oraria in cui il corriere passa  in modo che non si debba aspettare tutto il giorno perché non si sa quando arriva per il resto tutto ok autista molto educato e cortese  e i prezzi  del caffe molto vantaggiosi nelle confezioni da 100 cialde.      Saluti,https://www.trustpilot.com/reviews/6114e213f9f4870a2806f7f8,2021-08-12T08:55:47.0000000Z,,Positive,Reliable Delivery
"Da alcuni anni acquisto caffè borbone e non lo cambio con nessun'altro. Dal nero al rosso, al decaffeinato e altro. E' eccezionale. I prodotti mi vengono spediti con celerità e mai avuto problemi.",https://www.trustpilot.com/reviews/61125275f9f487044c56adb0,2021-08-10T10:18:29.0000000Z,,Positive,Fast Shipping
Ho comprato una fornitura di capsule caffé borbone per l'ufficio e nonostante avessi inserito l'indirizzo di consegna sbagliato la cortesia dell'operatore mi ha permesso di risolvere il problema e ricevere la consegna senza ritardi.,https://www.trustpilot.com/reviews/61100312f9f487044c55166d,2021-08-08T16:15:14.0000000Z,,Positive,Great Service
"Compro sempre su questo sito, mi trovo molto bene sia per i prezzi che per i tempi di consegna",https://www.trustpilot.com/reviews/610c487ff9f48709d4c95323,2021-08-05T20:22:23.0000000Z,,Positive,Satisfactory Purchase
Ho già fatto più acquisti su questo sito e devo dire che sono molto soddisfatto.,https://www.trustpilot.com/reviews/610c3ccaf9f487044c52c293,2021-08-05T19:33:23.0000000Z,,Positive,Satisfying Transaction
"Acquisto molto comodo, spedizione e ricezione tempestiva dell'ordine.Davvero consigliato",https://www.trustpilot.com/reviews/610bd5d6f9f487044c5245b2,2021-08-05T12:13:10.0000000Z,,Positive,Satisfactory Purchase
"Tutto bene, non posso dare 5 stelle perché la soedizione è stata fatta senza un cartone esterno, ma solo con una pellicola. Il pacco, costituito dalle tre scatole di cartone leggerissimo delle confezioni originali sono arrivate distrutte, con parte delle capsule fuoriuscite e trattenute a stento dalla pellicola, strappata in vari punti da un trasporto approssimativo.",https://www.trustpilot.com/reviews/6106860df9f48709d4c4cf14,2021-08-01T11:31:25.0000000Z,,Negative,None
"il caffè mi piace ho già fatto altri ordini precedenti, consegna veloce , buono il prezzo",https://www.trustpilot.com/reviews/61047544f9f487044c4d47e4,2021-07-30T21:55:16.0000000Z,,Positive,Satisfactory Purchase
Buongiorno. Si è svolto tutto velocemente e alla perfezione. Saluti cordiali,https://www.trustpilot.com/reviews/60f95f30f9f48709d4bbd6b0,2021-07-22T12:06:08.0000000Z,,Positive,Fast Shipping
"Ottimo venditore, molto disponibile, affidabile oltre al fatto che i prezzi sono molto competitivi",https://www.trustpilot.com/reviews/60f16becf9f4870bbcb264cf,2021-07-16T11:22:20.0000000Z,,Positive,Great Service
Acquistato più volte cialde Borbone: prezzi ottimi e spedizione velocissima.,https://www.trustpilot.com/reviews/60f145e1f9f4870bbcb23a97,2021-07-16T08:40:01.0000000Z,,Positive,Fast Shipping
Precisi e affidabiliI prodotti ordinati arrivano subito Nn li lascio più Grazie !,https://www.trustpilot.com/reviews/60f065a9f9f48702a8e66438,2021-07-15T16:43:21.0000000Z,,Positive,Fast Shipping
"Prezzo vantaggioso  , ordinato il lunedì arrivato il martedì.Perfetto nient’altro da aggiungere.",https://www.trustpilot.com/reviews/60f0625ff9f4870bbcb1b665,2021-07-15T16:29:19.0000000Z,,Positive,Satisfying Transaction
Ottima scelta dì prodotti. Possibilità dì acquisto a prezzi convenienti. Tempi di consegna buoni.,https://www.trustpilot.com/reviews/60f0293ef9f4870bbcb16fba,2021-07-15T12:25:34.0000000Z,,Positive,Satisfactory Purchase
