Content,Url,Date,,Consumer Sentiment Classifier,Automatic Classifier
"The ring is amazing. Green Lake Jewelry showed a high degree of craftsmanship, quality, and professionalism when I was dealing with them to get my engagement ring designed and crafted. Not only was the ring itself great, but in all my interactions with them they were prompt to respond, courteous, and helpful. Outstanding people!",https://www.trustpilot.com/reviews/62e918be8000af4a8852312e,2022-08-02T14:29:50.0000000Z,,Positive,Excellent Customer Service
"I could not have asked for better people.  Chelsea was amazing to work with and took every bit of direction my girlfriend had on what was the ideal ring for her.  She came up with a wonderful deign and flow to the ring, having a unique center stone (Hexagon cut Blue Sapphire).  The quality of the work is amazing and the time frame to do it in was not bad at all.  Price? WORTH EVERY PENNY!",https://www.trustpilot.com/reviews/62140c49e0365cc27e7578b5,2022-02-21T22:03:53.0000000Z,,Positive,Positive Experience Overall
"Sophia, our designer was fantastic!  She made adjustments throughout the design process, and the result of her hard work and dedication to her craft was a beautiful custom ring that came just in time for the birth of our twins.  I can’t really see going anywhere else for any other jewelry needs I may have in the future.  So glad my brother referred me to Green Lake Jewelery!",https://www.trustpilot.com/reviews/62111f19441cb9c2473e29b7,2022-02-19T16:49:02.0000000Z,,Positive,Positive Experience Overall
"The sketch of ring was good, photos looked very nice, but actual ring without enlarged photos & lighting was extremely disappointing.Flowers on band were placed on very edge of ring.Was too little space for proper sized small1.25 mm pink sapphires (as discussed) placed in center of flowers. So they placed stones the size of grain of sand. Too small to really see.The designer debated in email was exact ring I saw in photos. Again,Enlarged photos with great lighting it did look good, in reality does not look good.Stones were too small for scale of ring.Waited 3 months for this.They offered to redo but do not have confidence they will do it right in timely manner after emails from designer.",https://www.trustpilot.com/reviews/620ea6da441cb9c2473c6bba,2022-02-17T19:49:46.0000000Z,,Negative,Beautiful and Unique Ring Design
"I absolutely love Green Lake Jewelry!!!We just completed a very special pendant using the stones out of my Grandmother's ring and it turned out so beautiful. Our artist was Rebecca and she is amazing. Very creative, understanding and helpful. I would work with her again in a heartbeat! She was able to take an idea out of my head and turn it into more than I dreamed possible. This is the second peice we've had done with GLJW the first being our wedding rings. Green Lake is a top notch Jewelry store. The artists that work there are amazing!",https://www.trustpilot.com/reviews/620bf075441cb9c2473a035c,2022-02-15T18:27:41.0000000Z,,Positive,Excellent Customer Service
"Green Lake Jewelry is the REAL DEAL if you’re looking to design a custom piece of jewelry, I couldn’t have been happier with the engagement ring I designed with Ellen! Everything - from the design phase, to center stone browsing, to the actual creation of the ring itself - it’s all done in house. Everyone there is a supreme professional, and it’s everything I had dreamed designing a custom ring would be.",https://www.trustpilot.com/reviews/6209b4f7441cb9c2473808a2,2022-02-14T01:48:39.0000000Z,,Positive,Custom Design Process
"My fiancee and I wanted custom rings, and all of the items we found online all pointed to Green Lake Jewelry.  After contacting Sophia, our journey began.  We have had nothing but the best experience here.  Thoughtful, helpful, intuitive advice, and making sure we got what we wanted and the rings fit perfectly.  Fast turnaround time, and context at every step to let us know how the rings were progressing.  Should we have future needs we will be back.",https://www.trustpilot.com/reviews/6200b4e1bc5a51af69ba318e,2022-02-07T05:57:53.0000000Z,,Positive,Excellent Customer Service
"So glad I found Greenlake Jewelers  when I decided during pandemic to replace a ring I’d inherited from my mother that had later been stolen.  Even with the distance  (Wash Vs Florida) back and forth emails with only faded pictures allowed designer Ben to replicate the ring that allowed his added details so that my daughter will someday  wear it with memories of her grandmother AND her mother! I am so pleased! The finished ring is stunningly beautiful!Kathleen WilsonDeLand,Florida",https://www.trustpilot.com/reviews/61fe661ebc5a51af69b8d48e,2022-02-05T11:57:18.0000000Z,,Positive,Positive Experience Overall
"In 2015, my fiancé and I went to GLJ by Northgate to have wedding bands made from a basic design I saw years ago, but I had modifications in mind to make them unique. We met Ben Merchant, our design guy. He was so great to work with and so helpful. Fast forward to 2021... I looked into having the ring remade, as I had lost weight after retiring and the design didn't allow a simple resizing. It turned out that Ben had moved to the Bellevue store, so I drove way out of the way just to have Ben in charge of the new ring. I had a minor design adjustment in mind, so Ben had drawings of all the possible options. Design is very organic, one option sparks a new idea. When it came to the very last detail of possibly adding diamonds, Ben sent the drawing I asked for. I was disappointed to see my idea kinda flopped, but Ben had included drawings of different shaped diamonds and WOW! The square cut (princess) jumped right off the screen and slapped me in the face. I love design that is Simple, Bold and Elegant. The original ring fit this equation, but Ben's vision made this truly equal thirds. And he made sure it was done in time for the holiday get-togethers. Well worth the extra drive. And the ring looks beautiful! Thanks GLJ, my Jeweler for life.",https://www.trustpilot.com/reviews/61fe327a441cb9c2472f4ce1,2022-02-05T08:16:58.0000000Z,,Positive,Positive Experience Overall
Had an amazing experience with Ellen at Green Lake Jewelry designing an engagement ring and wedding band for my fiancée. It made it more special that we used a diamond from my fiancée's grandmother's ring. Ellen showed me a number of previous designs and we hammered out the details of what I was wanting to get in about 90 minutes  in-person after having some back and forth conversation on their website previously. She was great at keeping my price point in mind as we came up with something my future wife still stares at a month after the proposal.,https://www.trustpilot.com/reviews/61f053c4e1196e51d76f0f3e,2022-01-25T19:47:16.0000000Z,,Positive,Custom Design Process
"We had a very sad thing happen, the center dimond in my wife’s engagement ring got smashed, it was a family heirloom.  Rebecca worked with us very patiently as we went through the insurance process and began the tough decision of what to replace grandmother’s dimond with, it was an antique.  Fortunately the appraisal we got through their recommend gemologist years ago was the key to getting adequate reimbursement.  Through a couple meetings we narrowed down our choice and now the ring looks better than ever, we are even having a reenactment of our vows with the ring this summer.  Thanks so much Greenlake Jewelry works!",https://www.trustpilot.com/reviews/61e1b4a7e1196e51d7640856,2022-01-14T17:36:39.0000000Z,,Positive,N/A
"I give the entire experience of working with Green Lake Jewelers an A+++!  Our designer for a custom engagement ring was Pia and I could not be happier with the whole process and results.  My ring is the most beautiful ring I have ever seen and I am the lucky person that gets to wear it!  I came in with ideas and from the first design meeting with Pia all the way through completion of the ring- it was an amazing experience.  Pia not only serves as your designer- but also your advocate through the process of model making, final finishes etc.  Her expertise is unparalleled.  And as a former jeweler myself, I am thrilled with the craftsmanship of the ring as well.  I would not hesitate to work with Pia and Greenlake Jewelers again!",https://www.trustpilot.com/reviews/61d87263a16c1e751f623588,2022-01-07T17:03:31.0000000Z,,Positive,Positive Experience Overall
"I walked into Green Lake Jewelry not knowing what to expect.  Benjamin greeted me and right away gave short walk through of what to expect. He was professional, considerate, and had all the knowledge to share.  It made my experience very rewarding.  I recommend to anyone to contact Ben at Green Lake Jewelry.Sincerely,KJL",https://www.trustpilot.com/reviews/61d4fa82e1196e51d759cb42,2022-01-05T01:55:14.0000000Z,,Positive,Positive Experience with Designer
"I had been meaning to have a ring my dad left me made into one for myself. Getting married was the perfect excuse. My husband and I met with designer Sophie. She was friendly, super helpful and informative. Working with her to create a beautiful custom Art Deco setting was a breeze. The finished ring is amazing. Everyone involved did an excellent job. I loved the process and would highly recommend Greenlake!",https://www.trustpilot.com/reviews/61c8be6c0430e828ebdf3e81,2021-12-26T19:11:40.0000000Z,,Positive,Positive Experience Overall
"I had an amazing experience with Green Lake Jewelry Works. I worked with Ellen and would definitely recommend her services to anyone! She helped me to design and create a unique engagement ring to make an unforgettable experience for my partner. Whenever I had a question or concern, she was right there to help. If you want to work with professionals to design a unique piece of jewelry and be taken care of every step of the way, you’ve come to the right place!",https://www.trustpilot.com/reviews/61bf64000430e828ebd814c7,2021-12-19T16:55:28.0000000Z,,Positive,Positive Experience Overall
"I worked with Vinh on an engagement ring and the experience was incredible. I didn't know too much about rings and while I did my own research, Vinh brought his knowledge and expertise in ways that I wouldn't have known to find out by myself. I was a little wary about making a big purchase from a company across the country that I had not heard of before, but after the initial zoom consultation I was very much at ease. Vinh was extremely helpful and professional throughout the entire experience and the ring turned out beautiful! 10/10 would recommend.",https://www.trustpilot.com/reviews/61b73df62b49257fe29f4ea7,2021-12-13T12:35:02.0000000Z,,Positive,Positive Experience with Designer
"I really love this company! The designers to the craftsmen to the people who helped in the main shop were the most welcoming and talented people I've worked with. My wife and I are very difficult people to work with, and yet they've not only made every effort to make us comfortable and informed about their creation process, but they've also put up with all of our very off-the-wall requests. We seriously searched for the last 8 years for a company that'd be able to craft exactly what we wanted for our wedding rings and other jewelry, and this company was worth the search.",https://www.trustpilot.com/reviews/61ab68c82b49257fe294d89c,2021-12-04T13:10:32.0000000Z,,Positive,Positive Experience Overall
I had a great experience creating a custom wedding band. My designer was very helpful and responsive. The website does a great job of showcasing their work: the previously made rings and multiple customizable options help you refine your idea and make it a reality. I'm planning to come back to make more personalized jewelry - for friends or myself - in the future!,https://www.trustpilot.com/reviews/61a529eb8931a330873afb24,2021-11-29T19:28:43.0000000Z,,Positive,Custom Design Process
"We had the most wonderful experience working with Christine to create our engagement and wedding sets. We wanted to incorporate some family pieces as well as create some new unique rings. She was so helpful, responsive and honestly so excited for us! As a queer couple we felt totally respected and welcomed into Greenlake. Would recommend them to anyone!",https://www.trustpilot.com/reviews/619b28a28931a33087326af8,2021-11-22T05:20:34.0000000Z,,Positive,Positive Experience Overall
"Green Lake Jewelry Works custom designed both my engagement ring, and wedding band. I can't say enough how perfect both turned out! Sophia made everything so easy for us. She was able to help us include my husband's family stone no problem, and I am so happy with the added touch that has given. Turn around time was pretty quick too! Thank you all for the exceptional service!!",https://www.trustpilot.com/reviews/619293148418c5556fec6f7f,2021-11-15T17:04:20.0000000Z,,Positive,Excellent Customer Service
"The service and quality at Green Lake Jewelry are truly exceptional! We wanted a custom design for our wedding bands, which they created with perfection! The craftsmanship in our rings is really amazing. Chelsea was so knowledgeable and walked us through every step of the process in detail. Her expertise made the design process so easy for us. I would highly recommend Green Lake for any custom jewelry needs!",https://www.trustpilot.com/reviews/618fcbacfb38891f5f0ab1a9,2021-11-13T14:29:00.0000000Z,,Positive,N/A
"My designers, Chelsea and Rebecca went above and beyond every step of the way in helping to design my ring.  I was having a  ring designed to replicate my lost wedding ring and it was challenging for me to explain precisely what I was looking for, but they never lost patience and kept refining the design to eventually make me VERY happy.  My ring is gorgeous.They were professional throughout the process and upfront about cost of diamonds, etc.I highly recommend Green Lake Jewelry.",https://www.trustpilot.com/reviews/618ed40101034f34babddca7,2021-11-12T20:52:17.0000000Z,,Positive,Positive Experience Overall
"I had the most excellent experience designing a necklace for my mom's milestone birthday. I had a budget that I wanted to stay within, and Sophie enthusiastically dove into making sure we could produce a beautiful final product without going over budget. When I picked it up in just a few weeks, I was blown away by the beauty and the continued graciousness of the full staff, and especially Sophie, at the Northgate location. Green Lake Jewelry makes it so easy to start and complete a project fully online, or to blend the online design platform with an in-person meeting, which is what I opted for. The platform is easy to use, and I will absolutely come back to Green Lake Jewelry for all my fine jewelry needs in the future.",https://www.trustpilot.com/reviews/61801a8f234f1b1fe56b0155,2021-11-01T16:49:19.0000000Z,,Positive,Excellent Customer Service
Greenlake Jewelry Works is the place to go! Lena is an exceptional host and I wouldn't want anyone else involved in the process of constructing an engagement ring or wedding band. The quick turnaround and the constant communication made me rate them so high. I can't speak highly enough of this business.,https://www.trustpilot.com/reviews/6179c1dc234f1b1fe566c333,2021-10-27T21:17:37.0000000Z,,Positive,Excellent Customer Service
My then fiance (now wife) has very a particular aesthetic sense so designing a custom piece made the most sense.  The process involved an initial discussion and design sketch.  Then Ben(the designer) had a 3d model printed up for inspection and finally the piece was crafted w/ the specified materials.  The end result is as elegant as it is eye-catching and cunningly conceals its utility as an every day wearable piece.  Our expectations were exceeded.  We both work full time so our time comes at premium but it time well spent on this master artifice.  Ben's knowledge and patience with our many questions helped us not only build trust in process and quality but also enriched our journey.  Looking for an excuse to work w/ Ben and Green Lake Jewelry again!,https://www.trustpilot.com/reviews/6175d358234f1b1fe5639a95,2021-10-24T21:42:48.0000000Z,,Positive,Custom Design Process
Sophia did a phenomenal job helping us design a ring.  She heard what we were looking for and gave us excellent options in response.  Her communications to us were clear and everything was delivered on time.  We will recommend Sophia and Green Lake Jewelry to others.  And the ring turned out even better than we expected!,https://www.trustpilot.com/reviews/6175a65c75069a4da48e9c97,2021-10-24T18:30:52.0000000Z,,Positive,Excellent Customer Service
"Would recommend this place to anyone I know. Brant was extremely helpful in gemstone education, answering all of my questions and helping us find the perfect one for our engagement ring. Erich was so detailed and attentive to our thoughts on the ring design, while also making sure the diamond would be secure within the setting. Everyone was extremely nice and wonderful to work with throughout the whole process.",https://www.trustpilot.com/reviews/61759b3675069a4da48e949b,2021-10-24T17:43:18.0000000Z,,Positive,Positive Experience Overall
"Rebecca, the designer, was absolutely amazing from start to finish. She helped me make well informed decisions for each part, and kept me aware of every step along the way. The ring was right on time and exactly what I had envisioned. The whole process was relatively smooth (though I don't have similar experiences to compare it to), and there have been so many compliments on the ring!",https://www.trustpilot.com/reviews/6171a8eb234f1b1fe560ff66,2021-10-21T17:52:43.0000000Z,,Positive,Positive Experience Overall
Wonderful experience all the way around!Ben has the unique ability to be customer centric and know all about his craft!This new men’s band is amazing and a one of a kind piece that will be cherished forever.Thank you for making our experience personal and of the utmost quality!Thank you… we will be back and always let people know where our beautiful pieces were crafted from… thank you!,https://www.trustpilot.com/reviews/616afd45234f1b1fe55bfcb5,2021-10-16T16:26:45.0000000Z,,Positive,Positive Experience Overall
"This is the second time my wife and I used Green Lake Jewelry, and we are SO happy we did. Our designer did a great job taking the ideas and themes my wife wanted in her ring and brought them to life. We never felt any pressure to go one way or another, or to go faster through the design process than we did.The ring came out with Green Lake's usual incredible quality. My wife has had her ring for a month and still beams as she looks at it.",https://www.trustpilot.com/reviews/615c47bcb873f1f75f57116d,2021-10-05T12:40:28.0000000Z,,Positive,Positive Experience Overall
"I came to Green Lake remotely because they made my engagement and wedding rings years ago. I live in California but wanted a ring maker with top quality so I created a design page and linked up with Erich. I wanted a specific Mother’s Day ring for my three daughters but explained that all the rings I had looked at were not to my taste. We took months designing the ring, going back and forth with ideas. It turned out perfect, unlike anything I have seen before. The timeline between design approval and ring completion was a bit longer than advertised (8 weeks vice 5) but worth the wait. Highly recommended.",https://www.trustpilot.com/reviews/61590c93215cfcced2769fd6,2021-10-03T01:51:15.0000000Z,,Positive,Custom Design Process
Green Lake Jewelry provided us with an amazing experience. We worked with Vinh and he was so friendly and easy to work with! He helped me design a wonderful custom vintage style engagement ring for my now fiancée. I never felt pressured to step outside my budget and truly feel like they went above and beyond to make everything perfect. My fiancée also worked with Vinh to design my custom wedding band and I couldn’t be happier. The quality of work at Green Lake Jewelry is top notch and I would definitely recommend working with Vinh to anyone!,https://www.trustpilot.com/reviews/615875c16223e22118c0e356,2021-10-02T15:07:45.0000000Z,,Positive,Excellent Customer Service
"My husband and I had a great experience working with the team at Green Lake Jewelry! Ben, our designer, was very friendly and patient with us choosing between the many gorgeous sapphires and collaborating on our custom ring design. The entire team worked diligently to support our timeline and handled challenges with such grace that we could not be more impressed. We're so happy with our rings!",https://www.trustpilot.com/reviews/6131a7cfcc0087e8ef6cc389,2021-09-03T04:42:55.0000000Z,,Positive,Positive Experience Overall
"Christine helped my Hubby and I create the perfect pair of Wedding bands for our hand-fasting in Scotland. For me it was finding that perfect green sapphire, and after many, many, many stones, we found that perfect gem. They sent us pictures of the entire creation process, and we couldn’t wait for their arrival. They are an amazing team and a pleasure to do business with.",https://www.trustpilot.com/reviews/612bb330cc0087e8ef687dfd,2021-08-29T16:17:52.0000000Z,,Positive,Custom Design Process
"My fiancé wanted to design wedding rings that would not only be beautiful, but also special and very meaningful. This was without reservation the best sight to help us in this quest. Our designer Christine D was not only incredibly helpful and inspirational, but also went out of her way to take care of us! We designed two mixed metal rings, one with a stone and one without, and now we are entering marriages with symbols that were forged with meaning and creativity yo celebrate it. I could not more highly recommend this company, and Christine in particular was wonderful!",https://www.trustpilot.com/reviews/612ba989cc0087e8ef6877b2,2021-08-29T15:36:41.0000000Z,,Positive,Custom Design Process
We have loved working with Sophia at Green Lake Jewelry for the past year and a half. She helped us design my engagement ring and our wedding bands. Scheduling and communication are super easy (all done through a portal). The team is very professional and friendly and have always made us feel safe during COVID. The rings are so beautiful and well designed. I get so many compliments and love that they helped me create something truly unique,https://www.trustpilot.com/reviews/6127ac759c391649d84a3215,2021-08-26T15:00:05.0000000Z,,Positive,Positive Experience Overall
"Couldn't be happier with the rings or the experience of getting them made. They are beautiful, unique, and my fiance couldn't be happier. Working with our designer, Ben, to get them made was easy. He took the time to explain the process considerations for making a custom ring. He answered all our questions along the way and was a pleasure to work with. We've since gone back to have a few other pieces made and I expect we'll continue to do so in the future.",https://www.trustpilot.com/reviews/611e7cbf6e38167b798b085c,2021-08-19T15:46:07.0000000Z,,Positive,Positive Experience Overall
We had the most amazing experience designing our ring! Working with Christine was absolutely wonderful. She is incredibly talented! She was able to create a stunning ring with a setting that we thought wouldn’t be feasible. Her ability to integrate eight stones that were each entirely different cuts and sizes was unbelievable! We had a fantastic time working with Christine and will bring our future projects to her! We couldn’t be happier!,https://www.trustpilot.com/reviews/6113217bf9f4870b583f662e,2021-08-11T01:01:47.0000000Z,,Positive,Positive Experience Overall
"I reached out to Green Lake Jewelry (per a friend's recommendation) with just a hint of an idea for a custom designed engagement ring. The designer I worked with, Christine D, helped me bring it to life with creative suggestions, expert knowledge, and willingness to answer all my questions.I came in feeling like a novice, but we landed on a spectacular design and priced out the ring in no time. From there, Christine kept me updated on every stage of the process, which was so great for my peace of mind – especially because all of this was happening during a cross-country move (on that note, I should add that Green Lake Jewelry can handle the entire process remotely, and it's like you're right there in the studio).I had a feeling my girlfriend (now fiancée 🙂) would be excited about the design, but nothing could have really prepared me for her reaction. She was absolutely blown away, and I have Christine, Dat, Thomas, and the rest of the team to thank for that. Highly recommend working with this team, whether you're in the Seattle area or not. Can't imagine a better experience.",https://www.trustpilot.com/reviews/61114eb0f9f48709d4cc806c,2021-08-09T15:50:08.0000000Z,,Positive,Positive Experience Overall
"This is a great business, with wonderful customer service. I have had three rings made with them and all were perfect and met all my expectations. My designer, Sophia, kept me updated throughout the whole process. My first experience with them dealt with a style of ring that I had not been able to find anywhere on-line or in a bricks and mortar store. I sent them a costume jewelry sample of the ring I had, and they modeled a ring for me from that. It came out beautiful! Can't state enough how happy I am with it and the two subsequent rings they made for me. Thank you Sophia and Green Lake Jewelry.",https://www.trustpilot.com/reviews/610d57bbf9f487044c538a45,2021-08-06T15:39:39.0000000Z,,Positive,Positive Experience Overall
"This was my first experience working with Green Lake Jewelry. I had no idea how this process would work but I knew I needed to create something and bring my ideas to life. Sofia dove into the project sizing my ring finger and talking about my goals. She was so excited & then I got more excited talking about this future we we're about to create together.  I can't tell you how amazing this experience was.  I learned so much about stones & art & light and my project stayed on budget and today I have this original piece of architecture that is so comfortable it doesn't seem possible. I see it every day and admire all the talent and skill that was needed to create it and it makes me feel so proud that this exceeded all my dreams!  Thank you everyone at Green Lake Jewelry your efforts and talent make dreams better.   Sincerely, Erinn Burke",https://www.trustpilot.com/reviews/6104608df9f48709d4c3c45f,2021-07-30T20:26:53.0000000Z,,Positive,Positive Experience Overall
"We loved our experience at Green Lake, where Vinh patiently worked with us to figure out exactly what we wanted with our engagement and wedding rings. We shopped at a handful of places prior to finding Green Lake Jewelry, and Green Lake stood apart because of their variety in selection, their ability to customize, and their customer service. They understood what we were looking for and helped us achieve it.",https://www.trustpilot.com/reviews/6102cc38f9f487044c4bfde2,2021-07-29T15:41:44.0000000Z,,Positive,Positive Experience Overall
"Wonderful experience with our designer, Rebecca. She guided us through our creation process and was beyond helpful with understanding our thoughts and bringing them into life. Communication was excellent and everything was timely. We are so impressed with the work done here and will definitely be back for more jewelry in the future!",https://www.trustpilot.com/reviews/60fc4f2af9f487044c477093,2021-07-24T17:34:34.0000000Z,,Positive,Positive Experience Overall
"The whole process took between 2-3 months. I originally thought I would be taking several iterations before coming to a design that I loved but Chelsea was great, professional and responsive (super quick responsive) and I really love the final product. I would definitely come back for additional jewelry wants/needs. This is definitely a piece I feel confident wearing for the rest of my life as well as a great piece to pass onto loved ones.",https://www.trustpilot.com/reviews/60f6ecdef9f487044c43780a,2021-07-20T15:33:50.0000000Z,,Positive,Positive Experience Overall
"It was fantastic working with Green Lake Jewelry!  Everyone I came in contact with was helpful, interested, kind and knowledgeable.  Whatever record system they have was very effective as everyone I spoke with was clear on the status and where my custom piece was in the process.  Thank you for helping us create a new family heirloom!!",https://www.trustpilot.com/reviews/60ddeaa9f9f4870750365574,2021-07-01T16:17:45.0000000Z,,Positive,Positive Experience Overall
"Green Lake took incredible care of my fiancee and I!I worked with Sophia to design a unique ring that told the story of our relationship, and she took my concept from bulky ideas and goals to an incredible piece of work that my fiancee just can't stop obsessing over! After the proposal, we went to Sophia and Green Lake for the perfect wedding band complement to match the unique style and again were incredibly impressed and ecstatic with the result. I would recommend Green Lake to absolutely everyone looking to make something truly special!",https://www.trustpilot.com/reviews/60d5eb66f9f48707ecaacb31,2021-06-25T14:42:46.0000000Z,,Positive,"""Excellent Customer Service"""
"Chelsea K helped me with the design of my sapphire ring, she is awesome! She was so patient and creative! She showed me so many design ideas to help me make up my mind. It was amazing to be able to see the design come to life as Chelsea shared the steps of making the ring with me. I love my sapphire ring!. It is gorgeous! After working with Green Lakes I would never go anywhere else for a custom piece of jewelry! 5 Stars is not enough!",https://www.trustpilot.com/reviews/60d257e4f9f4870470df6017,2021-06-22T21:36:36.0000000Z,,Positive,Positive Experience Overall
"I had an amazing experience working with Erich creating our engagement ring. He was extremely flexible, created exactly what I wanted, and helpful throughout the entire process. If you are in the market for a ring, I highly recommend working with Erich. Also, the ring we created is STUNNING and steals the show everywhere we go.",https://www.trustpilot.com/reviews/60cdf289f9f48706707aaaae,2021-06-19T13:35:05.0000000Z,,Positive,Positive Experience Overall
"I found this place by Google search and was thrilled to find that they were very professional and helped me with an innovative and creative way to solve a missing earring within a set situation. Rather than donate or sell a single earring, I was able to get it incorporated into an existing necklace and it turned out beautifully.  The price was reasonable and they turned the job around in a week.I also had them create a stunning custom piece from my mother's engagement/wedding ring. I didn't want to wear the ring as it was so they built a gorgeous setting for the stone and it is truly breathtaking. From initial contact, consult appointment, wax mold review to final product, Vinh was always there to communicate progress and answer any questions.  It took a few weeks, but the end result was well worth it.They're also very good with Covid precautions! Highly recommend!",https://www.trustpilot.com/reviews/60c7f1b0f9f4870a44d45dbe,2021-06-15T00:17:52.0000000Z,,Positive,Positive Experience Overall
"Rebecca helped us design/bring to life the perfect engagement ring for my future fiance! The experience from start to finish was positive and exciting and Rebecca's passion and prompt communication made the process so fun. Would definitely recommend Green Lake Jewelry for any of your needs as a local, trusted jeweler!",https://www.trustpilot.com/reviews/60b92002f9f4870b70169ca8,2021-06-03T18:31:30.0000000Z,,Positive,Positive Experience Overall
"We had a phenomenal experience at Green Lake Jewelry Works, and it was largely due to Christine, the designer we worked with. If you want an engagement ring and the best customer service imaginable, find Christine IMMEDIATELY! We stopped by on a whim after having mediocre experiences at other jewelers. Christine greeted us cheerfully and spent the next hour and a half enthusiastically showing us design ideas and stones. We never felt pressured at all, and instead felt like we were in the company of someone who was just so excited to share. Christine made the whole experience so incredibly fun, and the ring is more perfect than we could have imagined.The ring design process takes about 6-8 weeks from start to finish, and you get to be part of the whole journey - from the initial sketches to a wax model to the finished product, you get to see your dream ring come to life. Oh, and did I mention that they can make literally any ring you want? From a simple solitaire to a much more complex design, the sky is the limit here.Green Lake Jewelry Works (but especially Christine) gets 10 stars from us!",https://www.trustpilot.com/reviews/608f5468f9f48708f0e9fff9,2021-05-03T01:39:52.0000000Z,,Positive,Excellent Customer Service
Ben was amazing to work with! He truly listened to what I needed and wanted. Worked with my budget and gave me his honest opinion on design adjustments as well as the stone. He also understood the importance of this ring as my dream come true and a celebration of my husband who graduated basic training for the army. This wedding ring is the perfect creation and I'm extremely thankful for the opportunity to work with Ben on my stunning ring.,https://www.trustpilot.com/reviews/6086a975f9f48701fc7dc8f3,2021-04-26T11:52:21.0000000Z,,Positive,Positive Experience Overall
"I reviewed several other custom jewelers, I had even spoke to other jewelers to start the design process, they seemed pushy and uninterested in the love story. Green lake jeweler went above and beyond in the design process. They listened to my ideas and where very responsive and helpful in all matters. Thank you so much for the special experience. Great job!",https://www.trustpilot.com/reviews/6084a216f9f487093ccdbb7e,2021-04-24T22:56:22.0000000Z,,Positive,Positive Experience Overall
"Greenlake Jewelry made two rings and a pair of earrings for me. Every step of the way I was updated and kept to their schedule. The jewelry turned out amazing and I'm already planning for more jewelry to be made in the future! Sophia was awesome as my designer and helped me to find the style I was looking for,  a sapphire ring with a unique shape and gorgeous wheat pattern along the shank.",https://www.trustpilot.com/reviews/60806009f9f487090068c4bd,2021-04-21T17:25:29.0000000Z,,Positive,Positive Experience Overall
"We had such a great experience with Vinh and Green Lake Jewelry Works in Seattle. My partner (now wife) and I felt supported by Vinh through the whole process, starting from broad ideas of what we might each want in a ring, to a personalized and beautiful engagement ring with matching wedding bands. Through it all, Vinh was pleasant, knowledgeable, patient, and personable. He helped us navigate all of the new terminology, gave us options on pricing, sketched ornate concept drawings of our rings, and was clear about project timelines. He also pointed out and helped us navigate considerations we did not anticipate, such as benefits and/or drawbacks of certain metals based on each of our styles and preferences. And, importantly, the engagement ring and wedding bands were each completed as designed and on schedule.Since all of this happened during the pandemic, we also wanted to emphasize that we felt confident scheduling appointments to visit the store. The staff took precautions to protect everyone involved, with plexiglass installed, masks worn, hand sanitizer provided, and stations freshly sanitized, each time we visited.All in all, it was a great experience. Thank you to Vinh and everyone else at Green Lake Jewelry Works who helped make this time in our lives so special!",https://www.trustpilot.com/reviews/6078c029f85d7508705f965d,2021-04-15T22:37:29.0000000Z,,Positive,Custom Design Process
"Believe the hype, trust the recommendations, and don't hesitate to use Green Lake Jewelry Works for all of your jewelry needs.Sophia astronomically surpassed all of my expectations; she was accommodating, personable, talented, and a true professional from the initial design phase until the delivery of the final product.I will be recommending Green Lake and Sophia to my friends and family. 10/10.",https://www.trustpilot.com/reviews/6076ca95f85d7508705baf91,2021-04-14T10:57:25.0000000Z,,Positive,Positive Experience Overall
"They’re a super great company to make custom jewelry at. I personally got my engagement ring designed with them! They explained all the details about diamonds, metals, etc (as they’re experts) and they didn’t push me to meet deadlines. You make the ring/jewelry piece at your own pace & pay the payments at your own pace. No rush! No hassels! Just perfection (: If you’re considering them to make something for you, go for it! They can be trusted & you can be sure you’ll get the design you want!!",https://www.trustpilot.com/reviews/6054f8ebf85d750bf4f98541,2021-03-19T19:18:03.0000000Z,,Positive,Positive Experience Overall
"Another great experience resulting in just the ring I wanted...simply elegant with a quality sapphire. From first contact with the designer, Sophie, until the ring arrived at my home, this all happened virtually as I don't live in Washington. Green Lake`s process ensures you end up with the ring you envisioned.",https://www.trustpilot.com/reviews/6040ae94f85d7503941ff79f,2021-03-04T09:55:32.0000000Z,,Positive,Positive Experience Overall
"Green Lake Jewelry Works and specifically Ben Marchant have by far given the best customer service experience I have ever had, and I have an absolutely beautiful ring to show for it. I came into Green Lake Jewelry works with the hopes I could l participate in creating a one of a kind special engagement ring for my girlfriend. I didn't know anything about jewelry or stones, all I had was an idea of what I wanted the end product to be. We were blessed to serendipitously meet Ben when I walked in the first time. We didn't have an appointment but were given time and attention, we were put at ease and felt completely comfortable. After that initial meeting I knew I wanted to have her ring made there so I made an appointment with Ben, best decision I could have made. Ben explained everything to me; terminology, budget, quality, styles, and the whole ring making process. I was looking for a very particular color of Sapphire and Ben brought in multiple stones until he showed me the perfect one. He listened to me and guided me through the process while also offering incredibly valuable professional recommendations. The cool thing about GLJW is that there are real artists that work there and it shows in their dedication to their craft.",https://www.trustpilot.com/reviews/603f1c66f85d7509f86a9c72,2021-03-03T05:19:34.0000000Z,,Positive,Excellent Customer Service
