Content,Tag
"Come on, Back to The Future isn't all that great. Yes it has its moments, courtesy of Christopher Lloyd's slightly crazy Doc, Michael J. Fox' wide eyed looks of confusion and some superb special effects but the pace falters, the humour runs dry one too many times and because of all the positive buzz, constant recommendations and reviews stating it to be one of the best films, and standing high in the IMDb top 250 I can't help but feel disappointed and underwhelmed. Robert Zemeckis is a good director, countless hit films especially Flight which is an incredible movie. But people hailing this as some of his finest work? No, seriously this is an average film at best.",Back To The Future Trilogy
"Come on, Back to The Future isn't all that great. Yes it has its moments, courtesy of Christopher Lloyd's slightly crazy Doc, Michael J. Fox' wide eyed looks of confusion and some superb special effects but the pace falters, the humour runs dry one too many times and because of all the positive buzz, constant recommendations and reviews stating it to be one of the best films, and standing high in the IMDb top 250 I can't help but feel disappointed and underwhelmed. Robert Zemeckis is a good director, countless hit films especially Flight which is an incredible movie. But people hailing this as some of his finest work? No, seriously this is an average film at best.",Character Development
"Come on, Back to The Future isn't all that great. Yes it has its moments, courtesy of Christopher Lloyd's slightly crazy Doc, Michael J. Fox' wide eyed looks of confusion and some superb special effects but the pace falters, the humour runs dry one too many times and because of all the positive buzz, constant recommendations and reviews stating it to be one of the best films, and standing high in the IMDb top 250 I can't help but feel disappointed and underwhelmed. Robert Zemeckis is a good director, countless hit films especially Flight which is an incredible movie. But people hailing this as some of his finest work? No, seriously this is an average film at best.",Visual Effects
"Come on, Back to The Future isn't all that great. Yes it has its moments, courtesy of Christopher Lloyd's slightly crazy Doc, Michael J. Fox' wide eyed looks of confusion and some superb special effects but the pace falters, the humour runs dry one too many times and because of all the positive buzz, constant recommendations and reviews stating it to be one of the best films, and standing high in the IMDb top 250 I can't help but feel disappointed and underwhelmed. Robert Zemeckis is a good director, countless hit films especially Flight which is an incredible movie. But people hailing this as some of his finest work? No, seriously this is an average film at best.",Comedy Elements
"Come on, Back to The Future isn't all that great. Yes it has its moments, courtesy of Christopher Lloyd's slightly crazy Doc, Michael J. Fox' wide eyed looks of confusion and some superb special effects but the pace falters, the humour runs dry one too many times and because of all the positive buzz, constant recommendations and reviews stating it to be one of the best films, and standing high in the IMDb top 250 I can't help but feel disappointed and underwhelmed. Robert Zemeckis is a good director, countless hit films especially Flight which is an incredible movie. But people hailing this as some of his finest work? No, seriously this is an average film at best.",Audience Reception
"Come on, Back to The Future isn't all that great. Yes it has its moments, courtesy of Christopher Lloyd's slightly crazy Doc, Michael J. Fox' wide eyed looks of confusion and some superb special effects but the pace falters, the humour runs dry one too many times and because of all the positive buzz, constant recommendations and reviews stating it to be one of the best films, and standing high in the IMDb top 250 I can't help but feel disappointed and underwhelmed. Robert Zemeckis is a good director, countless hit films especially Flight which is an incredible movie. But people hailing this as some of his finest work? No, seriously this is an average film at best.",Cinematic Techniques
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Back To The Future Trilogy
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Time Travel
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Science Fiction
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Comedy Elements
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Character Development
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Cinematic Techniques
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Soundtrack Quality
"BACK TO THE FUTURE (1985) **** Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover, Thomas F. Wilson, Marc McClure, Wendy Jo Sperber. This generation's ""It's a Wonderful Life""?  Think about it.  Very popular and very entertaining sci-fi comedy that made Fox a movie star after success with tv's ""Family Ties"", casting him, after Eric Stoltz was dropped, as Marty McFly who winds up in a nuclear-powered DeLorean time-machine and is sent back in time to 1955 by his quintessentially eccentric friend Dr. Emmet Brown (Lloyd doing a fine Art Carney).  There he meets up with his parents to be and realizes his chance encounters have changed his future and he must see history repeat itself or perish.  High-concept hilarity and some truly ingenious schematics thanks to screenwriter Bob Gale and director Bob Zemeckis.  Wondering what it would be like to never be born and/or what it would be like if things were different...see what I mean.  Oscar-nominated song ""The Power of Love"" by Huey Lewis (who has a fun cameo) fuels this dynamo gem of a film.  Classic.",Nostalgia
"I just asked my friend that I'm speaking with through instant messenger if he had ever seen ""Back to the Future"" and he said ""Yeah, who hasn't?"", sadly, I never had the opportunity until tonite and he called me a failure as a movie buff, well, at least I've seen the movies now! Ha ha! I'm back on track! Well, obviously, this is my first review for the first Back to the Future and when I came her to IMDb, I knew this was a well loved movie, I was just amazed at it being on the top 250, but I can't give it a lower rating because Back to the Future was an excellent film that was ground breaking for it's time and still today.Marty McFly and his good friend, The Doc, are two science nuts. Marty isn't really happy with his home life and the fact that he and his parents are very square and strict, The Doc calls Marty and shows him his latest invention, his De Lauren that he built into a time machine. When the government go after The Doc and Marty has to get away, he jumps in the car and goes back to the year of 1955, when his parents met. Instead of the way his mom and dad met happening to his dad, he ends up being in the position and mom ends up falling for her son, not even knowing! But he has to make sure his parents are together in time so he can get back without altering the future.Back to the Future to this day is still a timeless treasure that I notice more and more is becoming part of a newer generation. Michael J. Fox should be proud, his work will be remembered for a long time. Back to the Future worked so well because of the great story and the humor was great, the whole cast worked together and made a terrific movie that will be looked back on thirty years from now and still be considered cool.10/10",Back To The Future Trilogy
"I just asked my friend that I'm speaking with through instant messenger if he had ever seen ""Back to the Future"" and he said ""Yeah, who hasn't?"", sadly, I never had the opportunity until tonite and he called me a failure as a movie buff, well, at least I've seen the movies now! Ha ha! I'm back on track! Well, obviously, this is my first review for the first Back to the Future and when I came her to IMDb, I knew this was a well loved movie, I was just amazed at it being on the top 250, but I can't give it a lower rating because Back to the Future was an excellent film that was ground breaking for it's time and still today.Marty McFly and his good friend, The Doc, are two science nuts. Marty isn't really happy with his home life and the fact that he and his parents are very square and strict, The Doc calls Marty and shows him his latest invention, his De Lauren that he built into a time machine. When the government go after The Doc and Marty has to get away, he jumps in the car and goes back to the year of 1955, when his parents met. Instead of the way his mom and dad met happening to his dad, he ends up being in the position and mom ends up falling for her son, not even knowing! But he has to make sure his parents are together in time so he can get back without altering the future.Back to the Future to this day is still a timeless treasure that I notice more and more is becoming part of a newer generation. Michael J. Fox should be proud, his work will be remembered for a long time. Back to the Future worked so well because of the great story and the humor was great, the whole cast worked together and made a terrific movie that will be looked back on thirty years from now and still be considered cool.10/10",Time Travel
"I just asked my friend that I'm speaking with through instant messenger if he had ever seen ""Back to the Future"" and he said ""Yeah, who hasn't?"", sadly, I never had the opportunity until tonite and he called me a failure as a movie buff, well, at least I've seen the movies now! Ha ha! I'm back on track! Well, obviously, this is my first review for the first Back to the Future and when I came her to IMDb, I knew this was a well loved movie, I was just amazed at it being on the top 250, but I can't give it a lower rating because Back to the Future was an excellent film that was ground breaking for it's time and still today.Marty McFly and his good friend, The Doc, are two science nuts. Marty isn't really happy with his home life and the fact that he and his parents are very square and strict, The Doc calls Marty and shows him his latest invention, his De Lauren that he built into a time machine. When the government go after The Doc and Marty has to get away, he jumps in the car and goes back to the year of 1955, when his parents met. Instead of the way his mom and dad met happening to his dad, he ends up being in the position and mom ends up falling for her son, not even knowing! But he has to make sure his parents are together in time so he can get back without altering the future.Back to the Future to this day is still a timeless treasure that I notice more and more is becoming part of a newer generation. Michael J. Fox should be proud, his work will be remembered for a long time. Back to the Future worked so well because of the great story and the humor was great, the whole cast worked together and made a terrific movie that will be looked back on thirty years from now and still be considered cool.10/10",Character Development
"I just asked my friend that I'm speaking with through instant messenger if he had ever seen ""Back to the Future"" and he said ""Yeah, who hasn't?"", sadly, I never had the opportunity until tonite and he called me a failure as a movie buff, well, at least I've seen the movies now! Ha ha! I'm back on track! Well, obviously, this is my first review for the first Back to the Future and when I came her to IMDb, I knew this was a well loved movie, I was just amazed at it being on the top 250, but I can't give it a lower rating because Back to the Future was an excellent film that was ground breaking for it's time and still today.Marty McFly and his good friend, The Doc, are two science nuts. Marty isn't really happy with his home life and the fact that he and his parents are very square and strict, The Doc calls Marty and shows him his latest invention, his De Lauren that he built into a time machine. When the government go after The Doc and Marty has to get away, he jumps in the car and goes back to the year of 1955, when his parents met. Instead of the way his mom and dad met happening to his dad, he ends up being in the position and mom ends up falling for her son, not even knowing! But he has to make sure his parents are together in time so he can get back without altering the future.Back to the Future to this day is still a timeless treasure that I notice more and more is becoming part of a newer generation. Michael J. Fox should be proud, his work will be remembered for a long time. Back to the Future worked so well because of the great story and the humor was great, the whole cast worked together and made a terrific movie that will be looked back on thirty years from now and still be considered cool.10/10",Nostalgia
"I just asked my friend that I'm speaking with through instant messenger if he had ever seen ""Back to the Future"" and he said ""Yeah, who hasn't?"", sadly, I never had the opportunity until tonite and he called me a failure as a movie buff, well, at least I've seen the movies now! Ha ha! I'm back on track! Well, obviously, this is my first review for the first Back to the Future and when I came her to IMDb, I knew this was a well loved movie, I was just amazed at it being on the top 250, but I can't give it a lower rating because Back to the Future was an excellent film that was ground breaking for it's time and still today.Marty McFly and his good friend, The Doc, are two science nuts. Marty isn't really happy with his home life and the fact that he and his parents are very square and strict, The Doc calls Marty and shows him his latest invention, his De Lauren that he built into a time machine. When the government go after The Doc and Marty has to get away, he jumps in the car and goes back to the year of 1955, when his parents met. Instead of the way his mom and dad met happening to his dad, he ends up being in the position and mom ends up falling for her son, not even knowing! But he has to make sure his parents are together in time so he can get back without altering the future.Back to the Future to this day is still a timeless treasure that I notice more and more is becoming part of a newer generation. Michael J. Fox should be proud, his work will be remembered for a long time. Back to the Future worked so well because of the great story and the humor was great, the whole cast worked together and made a terrific movie that will be looked back on thirty years from now and still be considered cool.10/10",Science Fiction
"I just asked my friend that I'm speaking with through instant messenger if he had ever seen ""Back to the Future"" and he said ""Yeah, who hasn't?"", sadly, I never had the opportunity until tonite and he called me a failure as a movie buff, well, at least I've seen the movies now! Ha ha! I'm back on track! Well, obviously, this is my first review for the first Back to the Future and when I came her to IMDb, I knew this was a well loved movie, I was just amazed at it being on the top 250, but I can't give it a lower rating because Back to the Future was an excellent film that was ground breaking for it's time and still today.Marty McFly and his good friend, The Doc, are two science nuts. Marty isn't really happy with his home life and the fact that he and his parents are very square and strict, The Doc calls Marty and shows him his latest invention, his De Lauren that he built into a time machine. When the government go after The Doc and Marty has to get away, he jumps in the car and goes back to the year of 1955, when his parents met. Instead of the way his mom and dad met happening to his dad, he ends up being in the position and mom ends up falling for her son, not even knowing! But he has to make sure his parents are together in time so he can get back without altering the future.Back to the Future to this day is still a timeless treasure that I notice more and more is becoming part of a newer generation. Michael J. Fox should be proud, his work will be remembered for a long time. Back to the Future worked so well because of the great story and the humor was great, the whole cast worked together and made a terrific movie that will be looked back on thirty years from now and still be considered cool.10/10",Comedy Elements
"I just asked my friend that I'm speaking with through instant messenger if he had ever seen ""Back to the Future"" and he said ""Yeah, who hasn't?"", sadly, I never had the opportunity until tonite and he called me a failure as a movie buff, well, at least I've seen the movies now! Ha ha! I'm back on track! Well, obviously, this is my first review for the first Back to the Future and when I came her to IMDb, I knew this was a well loved movie, I was just amazed at it being on the top 250, but I can't give it a lower rating because Back to the Future was an excellent film that was ground breaking for it's time and still today.Marty McFly and his good friend, The Doc, are two science nuts. Marty isn't really happy with his home life and the fact that he and his parents are very square and strict, The Doc calls Marty and shows him his latest invention, his De Lauren that he built into a time machine. When the government go after The Doc and Marty has to get away, he jumps in the car and goes back to the year of 1955, when his parents met. Instead of the way his mom and dad met happening to his dad, he ends up being in the position and mom ends up falling for her son, not even knowing! But he has to make sure his parents are together in time so he can get back without altering the future.Back to the Future to this day is still a timeless treasure that I notice more and more is becoming part of a newer generation. Michael J. Fox should be proud, his work will be remembered for a long time. Back to the Future worked so well because of the great story and the humor was great, the whole cast worked together and made a terrific movie that will be looked back on thirty years from now and still be considered cool.10/10",Cultural Impact
"Back to the Future is one of those rare, almost forgotten, pieces of pop culture that, surprisingly, draws little attention to itself.  Unlike such notable gimmicks as Star Wars, Indiana Jones, Jaws, and Independence Day, there aren't any low-budget leeches trying to imitate off this work and cash-in on its success. This is due to the near flawless script.  Why it didn't win an Oscar, you're guess is as good as mine.  Making a time-travel storyline as in this movie that doesn't fall into plot holes the size of Terminator's is exceptionally difficult.  I'd know.The film starts slow, and gradually accelerates as it progresses.  You could almost call it a Jerry Bruckheimer movie for kids with Spielberg's trademark nostalgia.  The characters themselves are typical stereotypes for a movie like this and none of them, not even Marty himself, gel with potential.  In some ways it's as if MAD magazine made the film in an attempt to be serious.With such an automotive obsession as this film has, one must wonder if George Lucas was involved.Overall, I have to praise this movie for its inventiveness and originality, even if it created most of our time-travel cliches.  4 out of 5 stars.  Well worth your time.",Time Travel
"Back to the Future is one of those rare, almost forgotten, pieces of pop culture that, surprisingly, draws little attention to itself.  Unlike such notable gimmicks as Star Wars, Indiana Jones, Jaws, and Independence Day, there aren't any low-budget leeches trying to imitate off this work and cash-in on its success. This is due to the near flawless script.  Why it didn't win an Oscar, you're guess is as good as mine.  Making a time-travel storyline as in this movie that doesn't fall into plot holes the size of Terminator's is exceptionally difficult.  I'd know.The film starts slow, and gradually accelerates as it progresses.  You could almost call it a Jerry Bruckheimer movie for kids with Spielberg's trademark nostalgia.  The characters themselves are typical stereotypes for a movie like this and none of them, not even Marty himself, gel with potential.  In some ways it's as if MAD magazine made the film in an attempt to be serious.With such an automotive obsession as this film has, one must wonder if George Lucas was involved.Overall, I have to praise this movie for its inventiveness and originality, even if it created most of our time-travel cliches.  4 out of 5 stars.  Well worth your time.",Nostalgia
"Back to the Future is one of those rare, almost forgotten, pieces of pop culture that, surprisingly, draws little attention to itself.  Unlike such notable gimmicks as Star Wars, Indiana Jones, Jaws, and Independence Day, there aren't any low-budget leeches trying to imitate off this work and cash-in on its success. This is due to the near flawless script.  Why it didn't win an Oscar, you're guess is as good as mine.  Making a time-travel storyline as in this movie that doesn't fall into plot holes the size of Terminator's is exceptionally difficult.  I'd know.The film starts slow, and gradually accelerates as it progresses.  You could almost call it a Jerry Bruckheimer movie for kids with Spielberg's trademark nostalgia.  The characters themselves are typical stereotypes for a movie like this and none of them, not even Marty himself, gel with potential.  In some ways it's as if MAD magazine made the film in an attempt to be serious.With such an automotive obsession as this film has, one must wonder if George Lucas was involved.Overall, I have to praise this movie for its inventiveness and originality, even if it created most of our time-travel cliches.  4 out of 5 stars.  Well worth your time.",Plot Complexity
"Back to the Future is one of those rare, almost forgotten, pieces of pop culture that, surprisingly, draws little attention to itself.  Unlike such notable gimmicks as Star Wars, Indiana Jones, Jaws, and Independence Day, there aren't any low-budget leeches trying to imitate off this work and cash-in on its success. This is due to the near flawless script.  Why it didn't win an Oscar, you're guess is as good as mine.  Making a time-travel storyline as in this movie that doesn't fall into plot holes the size of Terminator's is exceptionally difficult.  I'd know.The film starts slow, and gradually accelerates as it progresses.  You could almost call it a Jerry Bruckheimer movie for kids with Spielberg's trademark nostalgia.  The characters themselves are typical stereotypes for a movie like this and none of them, not even Marty himself, gel with potential.  In some ways it's as if MAD magazine made the film in an attempt to be serious.With such an automotive obsession as this film has, one must wonder if George Lucas was involved.Overall, I have to praise this movie for its inventiveness and originality, even if it created most of our time-travel cliches.  4 out of 5 stars.  Well worth your time.",Character Development
"Back to the Future is one of those rare, almost forgotten, pieces of pop culture that, surprisingly, draws little attention to itself.  Unlike such notable gimmicks as Star Wars, Indiana Jones, Jaws, and Independence Day, there aren't any low-budget leeches trying to imitate off this work and cash-in on its success. This is due to the near flawless script.  Why it didn't win an Oscar, you're guess is as good as mine.  Making a time-travel storyline as in this movie that doesn't fall into plot holes the size of Terminator's is exceptionally difficult.  I'd know.The film starts slow, and gradually accelerates as it progresses.  You could almost call it a Jerry Bruckheimer movie for kids with Spielberg's trademark nostalgia.  The characters themselves are typical stereotypes for a movie like this and none of them, not even Marty himself, gel with potential.  In some ways it's as if MAD magazine made the film in an attempt to be serious.With such an automotive obsession as this film has, one must wonder if George Lucas was involved.Overall, I have to praise this movie for its inventiveness and originality, even if it created most of our time-travel cliches.  4 out of 5 stars.  Well worth your time.",Cinematic Techniques
"Back to the Future is one of those rare, almost forgotten, pieces of pop culture that, surprisingly, draws little attention to itself.  Unlike such notable gimmicks as Star Wars, Indiana Jones, Jaws, and Independence Day, there aren't any low-budget leeches trying to imitate off this work and cash-in on its success. This is due to the near flawless script.  Why it didn't win an Oscar, you're guess is as good as mine.  Making a time-travel storyline as in this movie that doesn't fall into plot holes the size of Terminator's is exceptionally difficult.  I'd know.The film starts slow, and gradually accelerates as it progresses.  You could almost call it a Jerry Bruckheimer movie for kids with Spielberg's trademark nostalgia.  The characters themselves are typical stereotypes for a movie like this and none of them, not even Marty himself, gel with potential.  In some ways it's as if MAD magazine made the film in an attempt to be serious.With such an automotive obsession as this film has, one must wonder if George Lucas was involved.Overall, I have to praise this movie for its inventiveness and originality, even if it created most of our time-travel cliches.  4 out of 5 stars.  Well worth your time.",Cultural Impact
"I feel that there is no such thing as a perfect film,but in today's cinema,""Back to the Future"" comes amazingly close.It has laughs, AND thrills,always a great combination.I am amazed at the attention paid to nearly every single detail here.For example,at the start of the film,Doc and Marty are in the parking lot of the ""Twin Pines Mall"".Then,shortly after Marty arrives in 1955,he accidently runs over one of old man Peabody's beloved pine trees.Toward the end, after Marty returns,the name of the mall changes.This is something you just don't notice until you see the film several times as I have. Excellent casting,particularly Christopher Lloyd as the unforgettable Doc Brown,the humor of the Ronald Reagan bit and the Johnny B. Goode sequence,along with the ultimate heart pounding ending and the attention to detail as I mentioned make this film as close to perfect as you will see in modern cinema.The sequels? Forget them.This is the only one of the trilogy you need to see.",Back To The Future Trilogy
"I feel that there is no such thing as a perfect film,but in today's cinema,""Back to the Future"" comes amazingly close.It has laughs, AND thrills,always a great combination.I am amazed at the attention paid to nearly every single detail here.For example,at the start of the film,Doc and Marty are in the parking lot of the ""Twin Pines Mall"".Then,shortly after Marty arrives in 1955,he accidently runs over one of old man Peabody's beloved pine trees.Toward the end, after Marty returns,the name of the mall changes.This is something you just don't notice until you see the film several times as I have. Excellent casting,particularly Christopher Lloyd as the unforgettable Doc Brown,the humor of the Ronald Reagan bit and the Johnny B. Goode sequence,along with the ultimate heart pounding ending and the attention to detail as I mentioned make this film as close to perfect as you will see in modern cinema.The sequels? Forget them.This is the only one of the trilogy you need to see.",Comedy Elements
"I feel that there is no such thing as a perfect film,but in today's cinema,""Back to the Future"" comes amazingly close.It has laughs, AND thrills,always a great combination.I am amazed at the attention paid to nearly every single detail here.For example,at the start of the film,Doc and Marty are in the parking lot of the ""Twin Pines Mall"".Then,shortly after Marty arrives in 1955,he accidently runs over one of old man Peabody's beloved pine trees.Toward the end, after Marty returns,the name of the mall changes.This is something you just don't notice until you see the film several times as I have. Excellent casting,particularly Christopher Lloyd as the unforgettable Doc Brown,the humor of the Ronald Reagan bit and the Johnny B. Goode sequence,along with the ultimate heart pounding ending and the attention to detail as I mentioned make this film as close to perfect as you will see in modern cinema.The sequels? Forget them.This is the only one of the trilogy you need to see.",Character Development
"I feel that there is no such thing as a perfect film,but in today's cinema,""Back to the Future"" comes amazingly close.It has laughs, AND thrills,always a great combination.I am amazed at the attention paid to nearly every single detail here.For example,at the start of the film,Doc and Marty are in the parking lot of the ""Twin Pines Mall"".Then,shortly after Marty arrives in 1955,he accidently runs over one of old man Peabody's beloved pine trees.Toward the end, after Marty returns,the name of the mall changes.This is something you just don't notice until you see the film several times as I have. Excellent casting,particularly Christopher Lloyd as the unforgettable Doc Brown,the humor of the Ronald Reagan bit and the Johnny B. Goode sequence,along with the ultimate heart pounding ending and the attention to detail as I mentioned make this film as close to perfect as you will see in modern cinema.The sequels? Forget them.This is the only one of the trilogy you need to see.",Nostalgia
"I feel that there is no such thing as a perfect film,but in today's cinema,""Back to the Future"" comes amazingly close.It has laughs, AND thrills,always a great combination.I am amazed at the attention paid to nearly every single detail here.For example,at the start of the film,Doc and Marty are in the parking lot of the ""Twin Pines Mall"".Then,shortly after Marty arrives in 1955,he accidently runs over one of old man Peabody's beloved pine trees.Toward the end, after Marty returns,the name of the mall changes.This is something you just don't notice until you see the film several times as I have. Excellent casting,particularly Christopher Lloyd as the unforgettable Doc Brown,the humor of the Ronald Reagan bit and the Johnny B. Goode sequence,along with the ultimate heart pounding ending and the attention to detail as I mentioned make this film as close to perfect as you will see in modern cinema.The sequels? Forget them.This is the only one of the trilogy you need to see.",Cinematic Techniques
"I feel that there is no such thing as a perfect film,but in today's cinema,""Back to the Future"" comes amazingly close.It has laughs, AND thrills,always a great combination.I am amazed at the attention paid to nearly every single detail here.For example,at the start of the film,Doc and Marty are in the parking lot of the ""Twin Pines Mall"".Then,shortly after Marty arrives in 1955,he accidently runs over one of old man Peabody's beloved pine trees.Toward the end, after Marty returns,the name of the mall changes.This is something you just don't notice until you see the film several times as I have. Excellent casting,particularly Christopher Lloyd as the unforgettable Doc Brown,the humor of the Ronald Reagan bit and the Johnny B. Goode sequence,along with the ultimate heart pounding ending and the attention to detail as I mentioned make this film as close to perfect as you will see in modern cinema.The sequels? Forget them.This is the only one of the trilogy you need to see.",Audience Reception
"I feel that there is no such thing as a perfect film,but in today's cinema,""Back to the Future"" comes amazingly close.It has laughs, AND thrills,always a great combination.I am amazed at the attention paid to nearly every single detail here.For example,at the start of the film,Doc and Marty are in the parking lot of the ""Twin Pines Mall"".Then,shortly after Marty arrives in 1955,he accidently runs over one of old man Peabody's beloved pine trees.Toward the end, after Marty returns,the name of the mall changes.This is something you just don't notice until you see the film several times as I have. Excellent casting,particularly Christopher Lloyd as the unforgettable Doc Brown,the humor of the Ronald Reagan bit and the Johnny B. Goode sequence,along with the ultimate heart pounding ending and the attention to detail as I mentioned make this film as close to perfect as you will see in modern cinema.The sequels? Forget them.This is the only one of the trilogy you need to see.",Sequel Comparisons
