Date,Rating,Reviews
"Apr 17, 2020",4,"There is just so much to say about this movie that I don't know where to start! I had no idea what I was ""in for"" when I went to see this movie.  I really hadn't seen the previews for it, and had read nothing about it at all. Usually, this is the best way for me to go into a movie...otherwise I have too many expectations.  Well, even if I *had* known something about Pulp, I don't think I would have expected what I got.  Not that I'm complaining.Pulp Fiction takes you on a roller coaster ride wherever Tarantino feels like taking you.  And what a thrilling ride it is!  From the opening scene we're left scratching our heads wondering exactly where Quentin is going to lead us on this one.  Is it another Natural Born Killers?  Another Reservoir Dogs?  Although there are nods to his other films, as well as several others, Pulp Fiction stands on its own.  From shocking to downright hysterical...this movie has it all.  Samuel Jackson is incredible (although I'm quite partial to him anyway) as the Bible quoting Jules.  John Travolta is tremendous as Vincent and is purely delightful to watch as the story unfolds.  The cast could not have been more perfect and Tarantino brings the best out in each and every one of the actors and actresses.Is there excessive use of the ""f word""?  Well, sure.  But c'mon!  We're talking about ""gangsters"" here (not to mention the 20th century)...for reality sake the ""f word"" really has become a part of everyday language for many people.  Aside from that, it *is* a Tarantino film and, well, he's not exactly known for being a prude.Glorifying violence and drug use...   Oh boy, don't even get me started. The LAST impression I got from this movie was some sort of message stating: ""it's ok to do drugs and kill people"".  Ummm, no.  Ok ok, so there may be teenagers who see this, you say.  Well then here we go on the ""it's the movies fault that there are problems..."" tangent.  I'm not even going into that one.  Bottom line regarding the drug use and violence:  if you are *that* impressionable, you probably shouldn't be watching anything beyond a G-rated Disney movie...and even that is questionable.All in all, Pulp Fiction was a fantastic film.  With its fabulous acting, perfectly cast crew, and hilarious moments, Pulp is one thrill after another.  I highly recommend this movie to anyone who is willing to see it for what it is and can focus on the movie...not the bits and pieces taken waaaay out of context.  10 out of 10 stars."
"Apr 16, 2020",4,"This film may play with its use of chronology, and it may be episodic, but people generally claim this movie to be great because it is the first to do so. It is certainly not the first film to do either of these things. It is inspired by many films before it, such as Rashomon - which tells the same story from four different perspectives - as well as ""My Life to Live,"" a neorealist film which is told in twelve distinct episodes. However, Pulp Fiction was the first film to play with chronology in this manner in many years, and it is because it does so with great purpose which helps to make it my favorite movie (among various other reasons).Some complain about this fiddling with chronology to cause confusion, yet the story only goes out of the linear time line in two spots in the film, and I always found it easy to follow. As for the BIG episodes in the film (the ones Tarantino actually gave titles to) the first two are played in chronological order, and the third episode shown jumps back to a spot before the other two stories. I will not got too in depth with my next comment as it would give too much away if I did, but Tarantino's choice to show Butch Coolidge's story (Bruce Willis) before Jules' story (Samuel L Jackson) has a huge impact on the way the audience views Vincent Vega (John Travolta) by the end of the film. It is this fact combined with the way Jules' story ends that left me mind-blown when I watched this film for the first time.I understand that in the context of 1994 when this film was released that it was an extremely violent film. If you're still going to complain about the violence in this film today, I would laugh and tell you there is no way you could handle more contemporary films like Mongol, 300, or Gone Girl. Hell, I hope you can make it through Django Unchained, Tarantino's most recent and by far his most violent film to date. What people forget to say about the violence in Pulp Fiction is that most of it actually happens off screen, leaving the violence up to the audience's imagination (maybe this is why people remember it to be more violent than it actually is).What I realized and loved about this film after watching it for a few times is that the three stories of this film all have a common connection - they deal with loyalty to a father figure, each one more intimate than the last. We have Vincent Vega struggling to be loyal to Marsellus Wallace (the crime boss), we have Butch Coolidge honoring his father, and we have Jules Winnfield rethinking his relationship with God.Other than the chronology of the film, what is easily the most notable thing about Pulp Fiction is the dialogue. Tarantino has arguably written better scenes after this film (in fact, I agree with his choice of the opening scene of Inglourious Basterds as his favorite thing he has written), but this is the movie by Tarantino that EVERYBODY quotes, especially the famous scene when Jules dominates the conversation about breakfast and what Marsellus Wallace looks like (trust me, even if you haven't seen the movie you've probably heard a friend quoting this scene). Tarantino is a master of dialogue - he writes conversations that people might actually have with each other. The topics may seem random, but that's how real-world conversations work. You discuss events, make analogies, disagree and argue - you don't simply talk about what is going to happen or what has happened, which is unfortunately how a lot of dialogue in film goes. Tarantino always creates distinct and well-developed characters through his use of dialogue.This movie is a roller coaster of an experience, and it gets my highest rating.4.0/4.0"
"Apr 16, 2020",4,"There is a world of many, many motion pictures, from Roundhay Garden Scene in 1888, to the films of Charlie Chaplin, Ingmar Bergman, to the Wizard of Oz, Gone With the Wind, and Casablanca. There is Titanic and Terminator, there is Night of the Living Dead and Gigli. There is The Godfather and Space Jam. In a world of several hundreds of thousands of movies, the most familiar and yet still original is Pulp Fiction.Perhaps life long cinephilia breeds a great filmmaker? Perhaps ""veteran"" actors are better than more contemporary actors? Perhaps dialog can be one of the most memorable parts of a film? While only a handful of films top Pulp Fiction in terms of quality, and craft, at 154 minutes, it remains cool, cocky, and deeper than what is led on during the first viewing.Not telling you about the plot is probably best for those unfamiliar with it. To call it a film with out a message is incredibly arrogant. Reading between fairly thick lines is a story about human redemption and choices. No mainstream movie maker has attempted what Tarantino does here.The characters are interesting, along with the acting in terms of greatness, and deep, along with the dialog, cinematography, storyline, and direction. Compared to Tarantino's Jackie Brown, it is very in your face, in a good way. You'll actually get to appreciate movies more after you see Pulp Fiction.The violence presented in minimalist, and very tastefully done. But best of all, it is, well, cool. It leaves me feeling shaken, like a powerful wave comes over me.Don't go in with any expectations however, experience it pure. Then you realize how fantastic it truly is. My hat's off to you, Quentin Tarantino, and if you haven't seen this movie already, see it. Twice."
"Apr 15, 2020",4,"Pulp Fiction in my opinion is the most overrated movie of all-time.  I really don't understand why many people claim it to be one of the greatest movies ever.  It's cruel, stupid, idiotic.  It's full of violence & f-words to the point that it's sickening.  It's like, let's get a couple of guns, a couple of f-words, a couple of murders and let's combine them to make a movie.  I hated everything about it.  EVERYTHING.  To me, all the positive comments on this site about this movie are written by only 1 fan under different usernames.  So the scenes were not in chronological order, big deal.  That doesn't make it a masterpiece.  This is hollywood garbage. There are some scenes that are sick.  The movie is SICK.  This is my review. I gave it a 2/10 just because the actors are respected.  Everything else is idiotic."
"Apr 3, 2020",5,"What a great movie. Deserves all of the praise it gets. I might be saying this because I am a dude but this is one of the best movies of all time. Wonderfully paced, classic scenes, classic lines, and great performances from Jackson, Travolta, Thurman, Keitel, Rhames, Willis and not such a great performance from Tarantino. My favorite chapter has to be the Bonnie Situation purely because of Harvey Keitel as the Wolf."
"Feb 22, 2020",8,"This movie is seriously over rated. There was nothing so special about the movie plot. The story was okay type also this movie was a bit lengthy than it should be so it made the plot more boring. I don't know why people are finding this movie so good, I watched this because it was high rated and I had some mind-blowing expections but the movie is 'in my opinion' not 8.9 imdb type"
"Feb 20, 2020",8,"I must have seen this movie about 7 times! I remeber the first time I was a little lost, but that is because I was not paying attention to it, and everyone who has seen it, told me, you have to pay attention to every single scene and detail. I watched it the second time and I LOVED it. I totally got it and loved it so much, I had to watch it again. You really do have a lot going on in this movie and it is worth watching still!!"
"Aug 20, 2019",6,"I just felt like adding a comment although I've seen the movie like for 10 times and it was made over 5 years ago. Anyway, there's not much point in going into WHY Pulp Fiction is so great - everyone who's seen it, understands it. So I just wanted to say that it's one of the two movies that has got the ""Loved it"" rating from me at Moviecritic.com, alongside with Ferrara's ""Bad Lieutenant"". A movie the world (or at least mine) could not do without."
"Jul 29, 2019",9,"Why did people like this?Tiresome streams of pop-culture references?(""like kane in Kung Fu"" ""Elvis or Beatles? Brady Bunch or Hogan's Heroes? Buffy St. Marie or Dusty Springfield? Leo Sayer or Captain & Taneall?"")mundane out of context dialogue?(""wow this coffee sure is good. I didn't expect you to have such good coffee.  this is one mean cup of joe!"")Hip depictions of Drug Culture.?It's annoying bellyflop into the middle of the retro craze fashion herd?one dimensional characters pointing guns at each other's heads? (the cheapest, most half-assed, most cliched way to generate drama = person pointing gun at another person's head.  And yelling. over and over.)""cool"" sunglasses?Take these things out, and the movie still isn't very good. Leave them in and it's trendy and annoying.If you are a teenager and don't know anything about HK films, films from the 70s, or the 70s in general, are easily duped by hype, I urge you to see this movie. It was made for you!! It will TOTALLY BLOW YOU AWAY, MAN! Dude!"
"Apr 29, 2019",5,"Pulp fiction is... well it's pulp fiction. It gets everything right. I initially didn't think much of this film on a first viewing but it's slowly become one of my all time favourites (yes I know that's cliché)
This was Tarantino's break out flick, and as much as I love reservoir dogs I'm happy that it is. I'm let's face it, this is still his best movie. I can gush about the performances, specifically Jackson because my god is he great in this. I just wanted to mention Travolta, who disappeared after the Grease and then was crapped on after 'B:E' and 'Gotti'. He's not exactly my cup of tea but even I can admit he is great in this
You've already seen it, you've got the poster on your wall. This review will just be added to the masses but hey everyone 10/10 counts, right?"
"Jul 29, 2018",9,"I've watched all films that Tarantino directed but for me this Pulp Fiction is the best of all of them.It's a little bit difficult to explain this movie. This looks like a omnibus and consists of prologue , three stories and epilogue.They seem to be disconnected but after watching, everything is connected.Prologue is about a couple planning to burgle a restaurant and two man from Mafia Vincent and Jules . They takes a order from their boss Marsellus to collect  his possessions.   First story is about Vincent and Marsellus's wife Vega. He is asked to take care of her by Marsellus.  Second is about one boxer who refuses to order to lose on purpose.  Third is about Vincent and Jules again. They happen to kill a man and asks a professional to solve.  Epilogue is also them at a restaurant.If there's a word describes this movie, it must be ""crazy"" in a good sense. All of the stories are completely crazy, full of sex talks and violence, and there's no message from this. However, I do love this craziness.  I have to admit that Tarantino really has a great sense of humor and is good at creating wonderful characters. Particularly, I like Jules acted by Samuel Jackson. I'm fascinated by his way of speak and the scene he recites Ezekiel 25:17. It's imprinted on my mind. Also I think conversations of this movie are really amusing. They're meaningless and not important but  For instance, one about hamburger is awesome. Every time after watching, I come to want to eat a hamburger!The story I like most is second. The scene Bruce Willis and Ving Rhames get caught and they kick asses of stupid two young guys is amazing!This is a cheap B movie. But it's waste to miss this sophisticated story , direction like music and enjoyable acting.After watching, you may feel refreshing and have a desire to watch again."
"Jul 29, 2018",9,"Firstly I should say that I saw the sanitised for tv version - I don't watch 'R' rated movies and this was 'R' rated even here in Australia. This obviously means that the film was not entirely as the director intended it to be. I must say 'though that, while this film has many interesting features, some classy acting and the occasional witty repartee', it is in my opinion on the whole nothing more than a crude and juvenile attempt to shock and offend the majority of the movie watching population. Being visually and verbally assaulted by film may well make for a memorable cinematic experience but doesn't necessarily make for a good film. But it isn't so much the action itself as much as the language which achieves this - and most of the profanities (and I include the all too frequent use of n****r in this list) were unnecessary - I tend to side with Spike Lee on this issue, QT is never gonna be a black man no matter how hard he might try. And while this movie is offensive and far from original, it has some very clever aspects and shows some of the directorial class QT clearly has (although no real acting ability - his cameo was a big mistake). In all I ended up with rather mixed feelings about this movie. My vote 7/10"
"Apr 29, 2018",5,"Pulp fiction is a type of movie which makes a strong argument for the case that cinema is both art and entertainment. Pulp fiction is a highly entertaining movie filled with extra ordinary performances, talented actors and a very intelligent script. That's not to say that it is not an artistic cinema, today, the movie stands as one of the greatest movie ever made. With non linear narrative, powerful performances, excellent score and memorable dialogues which will stay with u forever, pulp fiction qualifies the rigorous beauty that is cinema.."
"May 12, 2016",1,"I loved this madcap yarn about 2 hitmen for the mob, a mobster's nutty girlfriend, a punch drunk boxer, and 2 ineffective bandits. The story was told in flashback form, a technique that I have always found interesting. The lives of all the players criss-cross with each other forming a collection a mini-stories guaranteed to captivate the viewer. Unusually done film, very entertaining."
"May 11, 2016",1,"Going into this for the first time, I knew this would be a good movie and I would enjoy it. However, I had no idea that it would be this good. It practically blew me away.This movie follows how 6 people's lives are all intertwined in an action packed tale of gun violence, drug-use, and murder.What this film is most famous for is its twisted timeline which is never too confusing but also very impressive. When I first saw the beginning, I didn't think much of it and as the film progressed, I forgot about it. But when it comes back at the ending, I knew I was in for a treat. The movie has several of these surprises which will knock you out cold and they are made brilliant by its twisting plot. I was in awe when the credits first started to roll.Also, this movie has an outstanding soundtrack which is actually pretty recognizable and iconic. It is also very well-done too. I honestly feel that it perfectly fits the movie. Like Jaws, when I think of this movie, the soundtrack which played during the end credits instantly plays in my head. It may not be as iconic as Jaws's music but it definitely is of equal quality.Also, the acting couldn't be much better. In my opinion, John Travolta, Samuel Jackson, and Bruce Willis all gave perfect performances. They are all able to convey so many moods at once with their facial expressions and they couldn't do any better.This movie also has very great repeat watchability to it. The first viewing of this masterpiece is unforgettable. But just like Fight Club, this movie gets better and better every time you watch it. Mainly because the fact that you know what's going to happen and that you know all of its surprises, makes several scenes even more engaging. Also, this movie has so many iconic lines and scenes. It's super rare for a film to have 2 iconic scenes but this movie has several of them which have been retold and parodied so many times in pop culture.So in conclusion, this movie is in fact a masterpiece because of many reasons. It has changed cinema so much and it has shown the test of time for over 20 years. I think that this film is going to be remembered for many more decades also. I think that this is Tarantino's best film and I also think that it is one of the best movies ever made. I recommend this to everyone who enjoys action and complex plot structures to movies."
"May 10, 2016",1,"This is a tour de force of brilliantly precise screen writing, perfect acting, precise camera-work, perfect directing and world class dialogue writing. 'Pulp Fiction' is Tarantino's carnival of funny, but equally abrasive nihilism. This is a film which has a surprisingly firm backbone of morality beneath the crazy and deranged surface. Tarantino is constantly on the lookout for characters who make a choice to turn their back on their meaningless lives of nihilistic violence and look for honour and a purpose. The characters who make that choice are allowed to ride off into the sunset, while the characters who decide to not change and stick to their meaningless cyclical lives of never-ending crime and violence are burdened with unenviable fates. There is a method to the madness. Tarantino makes the film and the characters infinitely rich. However while doing all this, he never stops having fun. There are endless film references, pop culture references and other stuff that signifies the film's self- consciousness which constantly make the viewer feel the fact that they are watching a film, a piece of fiction through Tarantino's eyes and not anything attached to reality.Some people tend to trivialise the structure of the screenplay by calling it a gimmick. But as far as I'm concerned the structure of the screenplay is essential and indispensable in the context of the narrative and in the context of how Tarantino wants to drive home the themes that he is exploring. In a nutshell........ yeah, 'Pulp Fiction' is a masterpiece, it's a bad mother#*%@er."
"May 9, 2016",1,"The representative works of non-linear narrative films. The structure is ingenious and meaningful, and the dialogue is wonderful. Everyone in the film has a good quality, but they are hopelessly towards the dark and confused. Each paragraph is not divided into the beginning and the end, complementary structure, the beginning and the end of the connection, suggesting that the reality of similar movies in the plot is always happening, never stop. Line: why do we have to keep talking nonsense to maintain the atmosphere? Only when you find someone really special can you shut up and enjoy a moment of silence."
"Dec 23, 2015",7,"I saw this in the theater with my girlfriend because she had seen it with some friends and said it was so good. I made it through the whole thing SOMEHOW, and as we were walking through the parking lot I just started thinking that this movie has sucked over 2 hours of life from me and I'll never get it back. I honestly felt dumber for watching the whole thing. There is nothing good about this movie except a couple of members of the cast (NOT Travolta nor Thurman) and their ability was limited due to the awful script. There is nothing groundbreaking about this movie, the dialog is boring, the characters have no depth. It seems like it was made on a 24 hour deadline and they had plenty of spare time to go back and add an ""F"" word anywhere there was a space. I wouldn't have cared less if Tarantino had had another character that built an atomic bomb that accidentally detonated and wiped out everyone in this collection of trash. This is by far one of the worst movies I have ever seen, especially for something so highly praised."
"Dec 20, 2015",7,While most films will be highlighted and soon after disappear throughout time Pulp Fiction will stand out as a unique raw film in it's story dynamic and diverse character base.
"Dec 2, 2015",7,"In my opinion, the greatest movie of all time. It makes people laugh and keeps them engaged at the same time. Hope Quentin Tarantino makes his last movie better than this and win Best Picture and/or Best Director. Seriously, the jokes in this movies make you laugh till you cry."
"Oct 17, 2015",10,"I saw this on DVD recently, and was really pleased with it. From the opening scene with ""Pumpkin"" and ""Honey Bunny"" until the last scene, I was glued to the screen. Seeing all the big names interact was a lot of fun. John Travolta, Uma Thurman, Bruce Willis, and more. All the characters had an important part in the story. No minor roles, and all of them should have been given an award! The scene with the ""gimp"" was a bit disturbing, but it didn't hurt the viewing. Tarentino's films are always gripping your attention and holding it until the last credit goes by. I highly recommend this movie. Be sure to get the DVD with the extras, and you will enjoy your night in front of the television. Start dancing the ""bat-tusi"" and have fun!"
"Jul 3, 2015",9,"I just bought the ""Pulp Fiction"" Collector's Edition DVD boxed set, and I was glad I did.  Not only does it include this great movie, but it also contains an interview with Quentin Tarantino on the ""Charlie Rose"" show, an interview with him and Michael Moore at the Independent Spirit Awards and even a Trivia Track.  It would've been way cool if it included director's or actors' commentary, but I still felt it was worth my money--especially since I got it for a good price at $19.99.Anyways, back to the movie.  This is an inspired, truly original work of art that doesn't appear like the traditional work of art.  This can be considered an art film, but it's not an art film that bores you with pretention after pretention and has almost no momentum to keep it going. This film has plenty of momentum.  Even at 2 hours and 30 minutes, I had trouble hitting the ""Pause"" button.First of all, the cast is topnotch.  As many know, this is the film that re-launched John Travolta's career.  And that's great, being that he's one hell of an actor, and this is one of his best performances--the ultra-cool Vincent Vega.  Ironically enough, he was only paid about 10,000 dollars (give or take) for this movie, being that it was shot on a modest budget--though it rarely shows.  And now he's a multi-millionaire.  I think Travolta owes more than a ""thank you"" to Mr. Tarantino.  Samuel L. Jackson is also terrific as the ultra-hip Jules Winnfield.  He has some of the best lines, which I will get to later.  Bruce Willis gives one of his best performances, showing that as well as a great movie star he's also a terrific actor.  Tim Roth and Amanda Plummer are great in the opening and closing scenes, though I wish their accents could've been a tad less thick. Harvey Keitel makes a moderately short but memorable appearance.  Ving Rhames is thoroughly convincing as the terrifyingly evil Marscellus Wallace. Eric Stoltz and Rosanna Arquette have some funny moments as Travolta's drug-dealing buddies.  And Uma Thurman--though not a very beautiful actress--is perfect as the free-spirited, coke-snorting Mia Wallace.
My favorite element of this movie?  (And I'm sure I'm not alone on this one) The dialogue, of course!  ""Pulp Fiction"" has some of the most memorable dialogue in movie history.  Tarantino has an incredible knack for writing dialogue, as shown before in movies like ""Reservoir Dogs,"" ""True Romance"" and ""From Dusk Till Dawn.""  After watching this movie twice (since purachasing the DVD), there are some lines I simply cannot shake out my head.  These are some of my favorite quotes:""My name is Pitt, and yo a*s ain't talkin' your way out of this s**t.""""Does he look like a b**ch?  I said, 'Does he look like a b**ch!'""(After the cab driver asks Butch--Bruce Willis--what his name means) ""This is America.  Our names don't mean s**t.""""Pulp Fiction"" is the perfect balance of dark comedy, crime drama, romance and action.  It's a wild, perfectly enjoyable ride that you will never forget.  OK, so this movie does go into the love-it-or-hate-it category. I personally love the movie, but there is the minority that don't think too much of ""PF.""  Whenever you have a movie that's 2 hours and 30 minutes long, packed with dialogue, packed with profanity and doesn't bombard its audience with gratuitous visuals, you can't expect everybody to embrace it with open arms.  In a short while, I've fell in love with Tarantino's unique, realistic and profane writing/directorial style.  Others can't quite handle it.  I still don't understand the whole violence issue.  In the average movie, you see about 20 guys getting blown away with machine guns all within a 3-minute scene.  Most of the violence here is left to the imagination. Well, I guess people have a strong imagination.My only criticisms are a few slow moments and one cheesy attempt at rear-screen projection (during the Bruce Willis cab scene) in which the cab is obviously not moving and you see black-and-white footage (probably from an old movie) in the background.  But I still consider this a great movie, and one I'm proud to include in my DVD collection.  I can't wait 'til the Special Edition of ""Reservoir Dogs"" comes out this week, so can buy it and the ""Jackie Brown"" DVD to complete my Tarantino collection.  And is the soundtrack great or what!  I actually bought the soundtrack before I bought the movie, and I fell in love with the music just as much.  It includes such greats as Al Green's ""Let's Stay Together"" and ""Jungle Boogie.""  And who can forget that great ""Pulp Fiction"" theme?  It was interesting to find out that the song wasn't composed specifically for this movie, and that it did actually exist beforehand.My score:  9 (out of 10)"
"Mar 10, 2015",1,"Saw this at the cinema as a rerelease despite having seen it many times it's still worth a watch on the big screen.One thing I love about this film is you always notice something new, tonight I learned Steve Buscemi is it!Still brilliant and still worth a few hours of anyone's time"
"Oct 18, 2014",10,"Pulp Fiction, in my opinion, is the Citizen Kane of our generation. It contains so much: gritty crime drama, at times hysterical humor, edge of your seat suspense, incredible acting, and hard to forget scenarios. I think this movie got completely robbed in the Oscar race losing pretty much everything to the highly overrated Forrest Gump. Gump was okay, a great history lesson and decent effects...the story was way lacking. Pulp Fiction deserved all that year. Pulp Fiction is unique in its manner of story telling. It's not your typical Scene A to B format. It goes all over the place and doesn't go in order. It also lets you see things from other peoples perspectives while also knowing what other characters are doing in the background. Like in the beginning sequence as Tim Roth and Amanda Plummer are talking you can hear a conversation between Samuel L. Jackson and John Travolta. Travolta even walks past them. Tarantino really had a great idea for this movie and it turned out fantastic. If you haven't seen it go get Pulp Fiction...you will not be disappointed."
"Aug 21, 2014",6,"This is my first review, so don't judge too hard(Pretty much wrote it, only to complete my profile). I was 16 when this movie came out, and I remember how good every said it was. To be honest, after I saw it, I didn't understand what all the hype was about. Later I decided to give it another chance. This time It was a totally different experience, it was like it all came together. I have loved the movie ever since, and I must have seen over 10 times now. The acting is sublime. The story is awesome. The dialog is captivating. This movie sat Quentin Tarantino's name stone as one of, if not the best director of all times. Not only this one but pretty much all of his movies is a treat for the eyes and ears. It's A must see movie!"
"May 19, 2014",1,"The postmodern discourse of the film, because it is in the post-industrial society era, is driven by the commercialization of the consumer society, thus embodying commercial, game, and popular colors. Jameson pointed out that the old (essentially advanced modernist) boundary between the advanced culture and the so-called popular culture or business culture has been abolished, and new texts have emerged that are full of forms, categories and contents of cultural industries. Bourdieu believes that the film has got rid of the shackles of classic art and has become a popular culture or a postmodern culture and has become a cultural capital. The purity of aesthetics and the self-discipline of art have been impacted. The tower of pure aesthetic ivory has collapsed under the impact of popular art and its aesthetics. The ensuing is the appearance of popular aesthetics, and it has increasingly gained its own aesthetic legitimacy.
Attracting audiences with popular themes, flattening the depth, everything is flat, this is what distinguishes the serious attitude of postmodernism from modernism. The result is to give the audience leisure, fashion, relaxation, surprise, and no tears. Violence, crime, sex and other generally considered vulgar themes are the themes of postmodern movies. Especially in terms of violent style, Tarantino became a single family. Violence has always been the unshakable theme of Quentin's works, and formed his black violence aesthetics. Violence is bloody, cold, game, and does not carry any moral and political responsibilities.
""Pulp Fiction"" thoroughly stylized and gamified violence. It makes the audience realize that at this moment, you are watching movies for entertainment, so Tarentino will turn violence into joke, sex into joke, politics into joke, and history into joke. It does not ask about the meaning, does not reflect, does not touch politics, not to mention resistance. The ""Bible"" quotes before Jules' killing were not intended to legitimize his murder. Similarly, the scene of Mia's overdose did not have any intention of exhorting drug addicts. ""Black"" has also been treated as a piece of joke. Both Vincent and Jules drove around the city in a car full of brains and blood. In order not to let the police find it, but also in order not to add trouble to their friends, they had to do it within 40 minutes. Cleaning the car is a very technical task, so that they have to hire a special problem-solving expert from the headquarters to guide them in their work. When the two big-hearted men finally washed themselves and the car Afterwards, while wearing two exaggerated and somewhat funny T-shirts standing in front of the camera, a scene full of blood and terror was transformed into a humorous sketch, and the popularity and gameplay are most vividly displayed here. So some people say: ""Pulp Fiction"" completed the transformation of violent movies from modernity to post-modernity, showing that post-modern violent movies have completely lost the power of social criticism, the depth and the profound connection between old movies and the real world. No longer carries the meaning of cultural symbols such as national mythology, heroism, social resistance, political complaints, etc. Some other similar cultural commitments are also taken out, leaving only the image itself. ""And the frequent scenes of violence in the film are echoing Its ""circular structure"" clearly states that the occurrence of violence is cyclical and never stops. ""Pulp Fiction"" tells us: In life, violence, including wars and boxing, is omnipresent. There is no justice in life and death, right or wrong in front of it.
Although Quentin Tarantino has never talked about postmodernism, he knows its essence. He seems to tell us that life in the 20th century is developing rapidly, changing fast and worthless. No one is immune. No matter whether life or death is unreasonable and fair Is a ""vulgar novel"", and this is where the subversive power of postmodern cinema aesthetics lies."
"May 11, 2014",1,"Sorry for the image, but if you take a bowl of crap, rearrange it, put some sugar and a little cherry on top, what to you get? ... a bowl of crap.This is the most overrated film of all time. I'm even feeling strange to call it a film. It has no story, no feelings, no plot, no music - just 4 different scenes of disgusting, violent, abusive, offending and racist content put together in a mixed sequence.How this crap scores a 9 on IMDb is beyond me. Sometimes when people see a 9 they automatically deceive themselves into believing this is a masterpiece and that maybe if they didn't like it, something is wrong with their opinion or taste. Nothing's wrong. It's a bad movie from beginning to end. The problem is that sometimes Hollywood movies are over-hyped for business reasons like what happened in Titanic and Avatar which by the way were ""OK"" movies but didn't deserve the huge credit they received.I gave this a 1 because Samuel L. Jackson was the only thing interesting in this disaster. I'm not going to tell those of you that haven't seen it not to, you have to go through the experience on your own and make your fare judgment. Don't listen to anyone's opinion - especially the ones that think if you love this one, then you're COOL!"
"May 11, 2014",1,"Well my first review just accidentally got deleted so here is for a second go of it.. Pulp Fiction has an excellent ability to interweave multiple dissimilar narratives into one cohesive story. It has a knack for balancing tense, dramatic moments with witty, comedic relief. Scenes such as the pawn shop basement with Zed, the hit men's clothing change after hiding a body with the Wolf, and Captain Koons' monologue showcase Tarantino's warped sense of humor."
"May 7, 2014",1,"From my opinion.. I watch the movie till the end and there's no nothing something special ""story"" ..alright it classic old movie was made 90s about crime ... but I don't find drama in the the movie ... however it wasn't too good and and it wasn't so bad."
"Mar 17, 2014",1,"Pumpkin and Honey Bunny are thieves who plan their next job whilst drinking coffee in a diner.  Jules and Vincent are hitmen in the employment of top man Marsellus Wallace who must retrieve a stolen suitcase for him.  Butch is a boxer near the end of his career who is ordered to take a dive by Wallace. Mia Wallace is Marsellus' wife who Vincent must show a good time while her husband is out of town.  In a flurry of violence, double crosses and accidents their stories collide in their world of murder, theft and drugs.It is perhaps easier to view this film now than it was when it first came out in the cinema.  At that time the TV schedules were full of interviews with Tarantino and lots of hype.  While it is still considered one of the best films of the 1990's, it is easier to watch it with a fresh eye now. The best film about the film is just how striking each part of it is.  The plot is well constructed in a weave of stories that all stand up well on their own but support other strands.  Often films that jump around within time will be hard to follow but here Tarantino does a great job of not only avoiding this but actually using his structure to propel the film forwards to good effect.The stories are never dull and, although some are better than others, they all pretty much stand up well.  The dialogue in the film could have been annoyingly inane - indeed at points I did tire of the constant pop culture references, but it mostly manages to engage and add to the characters.  It is consistently witty but open to sudden moments of action or violence that are all the more shocking for their suddenness.  There is a point where the film could have been better in the area of emotional involvement.  Most of the violence is met with laughter or interest by the audience rather than real shock or loss; the reason for this is simply that we don't ever really care about the characters on that emotional level - they are players rather than friends.  This is not a major problem as it is something that the pulp genre is happy without and in fairness Tarantino never pretends he is trying to do that.The only other problem with the film is it's glamorisation of both drugs and crime.  This would be a bit of a problem if I wasn't aware of the type of film it was, but I was and I just accepted it; like the man himself said `you don't go to a Metallica gig and tell the f**kers to turn the volume down', so too you don't watch this film expecting it to be anything other than darkly funny, violent and so on.The cast are very good in their various roles; nobody plays it totally straight and they all seem aware that they aren't playing this story in the real world but in a trashy world of pulp fiction hitmen, gangsters and their molls and so on.  Travolta is very good, it's easy to forget now that he had been in the wilderness before this film.  He gives a good performance and manages to make his character likeable without making him pleasant. Jackson impresses more in support and he deserved to win the Oscar that alluded him (`sh*t' he was seen to mouth in place of the usual `oh well done' fake smile!).  His character drive the main part of the film well and is enjoyable.  Willis actually acts here and does well despite not having that much of a range to deliver across.  Thurman is much better here than in Kill Bill and she brings her character to life reasonably well.  Rhames is imposing in his small role and the rest of the cast includes actors such as Whaley, Arquette (times two!), Stoltz, Gallagher, Buscemi, Walken, Greene and a wonderfully enjoyable turn by Keitel.  Tarantino makes a cameo himself and reminds the world why we prefer him not to act, but in fairness he is not as bad as he can be.Overall this is a great film.  It may be a little soulless and cruel if you are not expecting it to be a film that lives up to it's title and is `pulp fiction' but if you know what to expect then you will enjoy it a great deal. The interweaving stories and witty dialogue all keep the film moving forward and, while not a serious or worthy film in any way, it has a great narrative to it and is exciting and enjoyable."
"Oct 19, 2013",10,"As a lover of oddities and strange things, this movie hit home. It's a cult classic, and wil forever keep that status, because it's unqiue and never gets old. The screenwriting is superb, and somewhat nonsensical, but that's what makes it great. There is no real moral, nothing besides 'enjoy the sho and enjoy it at surface value'.Films like this are memorable and rewatchable, and I would recommend it to individuals who have enjoyed nonsensical movies in the past.I am still wondering what is in the suitcase, and can understand Abed's obsession with it, and his obsession with this movie. Truly a masterpiece by Tarantino, making a non-linear film that could aily confuse the watcher, into serving that exact purpose yet still keeping it entertaining and out there."
